,Crossing
14189,60
14190,37
14191,14
14192,19
14193,11
14194,10
14195,27
14196,61
14197,57
14198,60
14199,47
14200,47
14201,61
14202,30
14203,42
14204,42
14205,57
14206,11
14207,16
14208,63
14209,56
14210,55
14211,62
14212,14
14213,57
14214,30
14215,56
14216,11
14217,48
14218,18
14219,52
14220,22
14221,57
14222,54
14223,38
14224,16
14225,60
14226,58
14227,32
14228,38
14229,38
14230,49
14231,51
14232,35
14233,27
14234,20
14235,11
14236,52
14237,54
14238,46
14239,55
14240,53
14241,58
14242,69
14243,59
14244,60
14245,51
14246,43
14247,46
14248,55
14249,51
14250,54
14251,40
14252,55
14253,58
14254,17
14255,32
14256,18
14257,52
14258,29
14259,35
14260,58
14261,12
14262,58
14263,62
14264,60
14265,44
14266,46
14267,58
14268,52
14269,27
14270,31
14271,14
14272,64
14273,61
14274,54
14275,30
14276,51
14277,44
14278,18
14279,41
14280,41
14281,61
14282,32
14283,42
14284,62
14285,46
14286,36
14287,58
14288,35
14289,43
14290,58
14291,38
14292,54
14293,59
14294,32
14295,58
14296,32
14297,13
14298,63
14299,33
14300,28
14301,32
14302,68
14303,60
14304,56
14305,53
14306,49
14307,50
14308,58
14309,31
14310,45
14311,63
14312,13
14313,56
14314,56
14315,55
14316,28
14317,61
14318,36
14319,62
14320,59
14321,58
14322,54
14323,36
14324,16
14325,26
14326,20
14327,61
14328,51
14329,67
14330,13
14331,13
14332,55
14333,40
14334,68
14335,57
14336,62
14337,60
14338,23
14339,59
14340,27
14341,49
14342,13
14343,40
14344,20
14345,40
14346,42
14347,46
14348,50
14349,30
14350,34
14351,60
14352,62
14353,60
14354,47
14355,15
14356,44
14357,57
14358,52
14359,59
14360,46
14361,48
14362,28
14363,56
14364,56
14365,11
14366,56
14367,54
14368,48
14369,62
14370,38
14371,55
14372,30
14373,59
14374,13
14375,56
14376,21
14377,50
14378,58
14379,52
14380,53
14381,49
14382,49
14383,50
14384,52
14385,14
14386,36
14387,41
14388,42
14389,41
14390,60
14391,60
14392,27
14393,64
14394,58
14395,48
14396,48
14397,59
14398,51
14399,21
14400,32
14401,47
14402,20
14403,12
14404,30
14405,55
14406,40
14407,64
14408,55
14409,12
14410,34
14411,51
14412,61
14413,54
14414,63
14415,50
14416,56
14417,28
14418,58
14419,14
14420,8
14421,12
14422,56
14423,27
14424,55
14425,43
14426,47
14427,56
14428,61
14429,50
14430,28
14431,36
14432,36
14433,36
14434,32
14435,49
14436,60
14437,11
14438,44
14439,31
14440,56
14441,56
14442,54
14443,53
14444,52
14445,53
14446,15
14447,54
14448,43
14449,60
14450,50
14451,48
14452,60
14453,47
14454,11
14455,38
14456,54
14457,12
14458,28
14459,11
14460,39
14461,36
14462,67
14463,13
14464,62
14465,58
14466,16
14467,52
14468,49
14469,58
14470,44
14471,53
14472,35
14473,11
14474,30
14475,33
14476,61
14477,45
14478,11
14479,43
14480,57
14481,51
14482,60
14483,28
14484,28
14485,24
14486,57
14487,63
14488,46
14489,43
14490,57
14491,48
14492,29
14493,43
14494,18
14495,54
14496,58
14497,51
14498,61
14499,44
14500,34
14501,52
14502,54
14503,11
14504,41
14505,58
14506,48
14507,47
14508,20
14509,53
14510,60
14511,39
14512,43
14513,13
14514,42
14515,21
14516,60
14517,65
14518,48
14519,56
14520,31
14521,58
14522,30
14523,57
14524,45
14525,53
14526,33
14527,45
14528,36
14529,26
14530,56
14531,62
14532,32
14533,16
14534,25
14535,25
14536,12
14537,63
14538,60
14539,20
14540,20
14541,61
14542,34
14543,14
14544,62
14545,55
14546,58
14547,59
14548,61
14549,69
14550,64
14551,53
14552,60
14553,44
14554,58
14555,26
14556,53
14557,55
14558,57
14559,59
14560,48
14561,58
14562,32
14563,60
14564,15
14565,57
14566,60
14567,61
14568,37
14569,60
14570,40
14571,24
14572,55
14573,36
14574,33
14575,62
14576,48
14577,67
14578,44
14579,55
14580,63
14581,54
14582,57
14583,62
14584,49
14585,56
14586,56
14587,50
14588,38
14589,60
14590,53
14591,50
14592,32
14593,59
14594,40
14595,59
14596,54
14597,30
14598,43
14599,48
14600,11
14601,63
14602,42
14603,42
14604,58
14605,52
14606,25
14607,56
14608,49
14609,60
14610,53
14611,47
14612,54
14613,40
14614,44
14615,55
14616,23
14617,55
14618,64
14619,52
14620,44
14621,45
14622,40
14623,57
14624,48
14625,29
14626,10
14627,60
14628,51
14629,49
14630,58
14631,50
14632,53
14633,40
14634,52
14635,42
14636,35
14637,35
14638,41
14639,64
14640,40
14641,45
14642,32
14643,45
14644,21
14645,45
14646,61
14647,55
14648,11
14649,15
14650,52
14651,40
14652,48
14653,53
14654,56
14655,30
14656,31
14657,35
14658,40
14659,43
14660,13
14661,58
14662,50
14663,19
14664,59
14665,39
14666,24
14667,66
14668,33
14669,19
14670,60
14671,60
14672,37
14673,56
14674,57
14675,49
14676,48
14677,50
14678,33
14679,32
14680,63
14681,49
14682,59
14683,43
14684,9
14685,48
14686,34
14687,19
14688,19
14689,35
14690,60
14691,58
14692,38
14693,41
14694,52
14695,55
14696,33
14697,22
14698,29
14699,55
14700,65
14701,23
14702,27
14703,45
14704,38
14705,58
14706,57
14707,52
14708,45
14709,59
14710,59
14711,32
14712,46
14713,63
14714,55
14715,47
14716,48
14717,32
14718,49
14719,39
14720,57
14721,33
14722,56
14723,23
14724,58
14725,48
14726,59
14727,58
14728,56
14729,43
14730,64
14731,33
14732,36
14733,57
14734,61
14735,56
14736,41
14737,59
14738,54
14739,54
14740,55
14741,47
14742,49
14743,60
14744,44
14745,53
14746,67
14747,54
14748,53
14749,12
14750,11
14751,56
14752,54
14753,9
14754,56
14755,13
14756,50
14757,49
14758,57
14759,13
14760,27
14761,52
14762,48
14763,41
14764,68
14765,44
14766,59
14767,14
14768,30
14769,52
14770,42
14771,43
14772,18
14773,51
14774,34
14775,36
14776,56
14777,61
14778,47
14779,35
14780,14
14781,17
14782,16
14783,13
14784,26
14785,55
14786,24
14787,47
14788,57
14789,61
14790,61
14791,58
14792,41
14793,51
14794,43
14795,54
14796,21
14797,49
14798,38
14799,48
14800,44
14801,59
14802,58
14803,39
14804,46
14805,36
14806,27
14807,31
14808,31
14809,54
14810,50
14811,55
14812,40
14813,63
14814,44
14815,67
14816,37
14817,61
14818,42
14819,61
14820,47
14821,62
14822,30
14823,39
14824,35
14825,34
14826,56
14827,18
14828,59
14829,59
14830,58
14831,45
14832,52
14833,14
14834,65
14835,27
14836,13
14837,56
14838,17
14839,47
14840,44
14841,44
14842,63
14843,65
14844,48
14845,63
14846,38
14847,12
14848,23
14849,45
14850,36
14851,55
14852,31
14853,50
14854,48
14855,14
14856,35
14857,53
14858,58
14859,56
14860,38
14861,40
14862,51
14863,56
14864,66
14865,55
14866,58
14867,47
14868,59
14869,36
14870,38
14871,39
14872,41
14873,23
14874,34
14875,32
14876,52
14877,12
14878,31
14879,61
14880,44
14881,57
14882,16
14883,52
14884,58
14885,52
14886,67
14887,32
14888,60
14889,29
14890,42
14891,21
14892,21
14893,55
14894,25
14895,28
14896,56
14897,54
14898,53
14899,35
14900,24
14901,29
14902,35
14903,53
14904,26
14905,55
14906,24
14907,49
14908,52
14909,53
14910,20
14911,11
14912,12
14913,47
14914,30
14915,49
14916,56
14917,39
14918,54
14919,45
14920,52
14921,51
14922,56
14923,48
14924,14
14925,51
14926,36
14927,34
14928,43
14929,30
14930,61
14931,38
14932,25
14933,54
14934,50
14935,28
14936,55
14937,50
14938,51
14939,22
14940,33
14941,54
14942,51
14943,51
14944,64
14945,52
14946,32
14947,32
14948,36
14949,50
14950,31
14951,39
14952,47
14953,50
14954,54
14955,54
14956,31
14957,24
14958,39
14959,57
14960,36
14961,16
14962,64
14963,29
14964,31
14965,31
14966,51
14967,58
14968,41
14969,47
14970,32
14971,47
14972,23
14973,49
14974,53
14975,55
14976,48
14977,37
14978,37
14979,58
14980,54
14981,34
14982,45
14983,56
14984,26
14985,59
14986,55
14987,56
14988,42
14989,24
14990,50
14991,48
14992,62
14993,54
14994,54
14995,42
14996,41
14997,31
14998,57
14999,68
15000,14
15001,14
15002,59
15003,56
15004,58
15005,64
15006,12
15007,47
15008,31
15009,10
15010,34
15011,59
15012,33
15013,15
15014,47
15015,49
15016,36
15017,54
15018,58
15019,24
15020,59
15021,49
15022,64
15023,59
15024,53
15025,49
15026,38
15027,21
15028,12
15029,48
15030,50
15031,16
15032,43
15033,45
15034,52
15035,45
15036,57
15037,53
15038,9
15039,36
15040,12
15041,42
15042,62
15043,18
15044,11
15045,11
15046,10
15047,59
15048,26
15049,33
15050,59
15051,57
15052,57
15053,62
15054,51
15055,52
15056,22
15057,31
15058,14
15059,32
15060,46
15061,46
15062,61
15063,57
15064,22
15065,48
15066,48
15067,50
15068,40
15069,68
15070,54
15071,63
15072,42
15073,56
15074,60
15075,58
15076,34
15077,43
15078,47
15079,55
15080,43
15081,11
15082,47
15083,35
15084,45
15085,15
15086,9
15087,55
15088,31
15089,46
15090,58
15091,33
15092,47
15093,52
15094,16
15095,60
15096,60
15097,49
15098,56
15099,64
15100,46
15101,13
15102,55
15103,35
15104,32
15105,50
15106,32
15107,52
15108,45
15109,60
15110,14
15111,31
15112,34
15113,14
15114,47
15115,57
15116,54
15117,49
15118,43
15119,44
15120,31
15121,55
15122,12
15123,55
15124,17
15125,50
15126,65
15127,14
15128,16
15129,34
15130,44
15131,61
15132,61
15133,11
15134,11
15135,64
15136,57
15137,61
15138,59
15139,55
15140,59
15141,48
15142,60
15143,45
15144,62
15145,59
15146,53
15147,53
15148,26
15149,34
15150,32
15151,22
15152,31
15153,57
15154,61
15155,45
15156,19
15157,31
15158,65
15159,46
15160,55
15161,29
15162,39
15163,59
15164,57
15165,42
15166,52
15167,57
15168,45
15169,28
15170,43
15171,28
15172,47
15173,47
15174,59
15175,16
15176,10
15177,53
15178,32
15179,51
15180,49
15181,52
15182,56
15183,32
15184,15
15185,29
15186,59
15187,36
15188,59
15189,12
15190,58
15191,43
15192,51
15193,45
15194,56
15195,53
15196,17
15197,55
15198,55
15199,32
15200,49
15201,57
15202,53
15203,52
15204,16
15205,56
15206,42
15207,52
15208,54
15209,50
15210,11
15211,54
15212,24
15213,41
15214,39
15215,41
15216,57
15217,42
15218,50
15219,50
15220,58
15221,56
15222,48
15223,34
15224,49
15225,69
15226,52
15227,28
15228,47
15229,49
15230,54
15231,54
15232,52
15233,29
15234,60
15235,38
15236,48
15237,51
15238,60
15239,52
15240,56
15241,31
15242,27
15243,56
15244,20
15245,29
15246,57
15247,47
15248,51
15249,51
15250,64
15251,41
15252,57
15253,33
15254,57
15255,24
15256,34
15257,11
15258,56
15259,11
15260,61
15261,37
15262,53
15263,50
15264,13
15265,46
15266,54
15267,56
15268,12
15269,29
15270,46
15271,62
15272,62
15273,43
15274,41
15275,14
15276,53
15277,38
15278,13
15279,56
15280,35
15281,14
15282,48
15283,29
15284,36
15285,44
15286,37
15287,69
15288,33
15289,56
15290,43
15291,12
15292,29
15293,57
15294,15
15295,30
15296,10
15297,57
15298,17
15299,51
15300,51
15301,30
15302,27
15303,28
15304,42
15305,61
15306,50
15307,32
15308,35
15309,63
15310,48
15311,27
15312,46
15313,36
15314,13
15315,51
15316,60
15317,54
15318,35
15319,47
15320,12
15321,54
15322,63
15323,27
15324,48
15325,63
15326,12
15327,39
15328,10
15329,54
15330,58
15331,14
15332,32
15333,17
15334,55
15335,50
15336,55
15337,44
15338,41
15339,52
15340,58
15341,54
15342,10
15343,51
15344,39
15345,55
15346,58
15347,45
15348,24
15349,54
15350,39
15351,39
15352,45
15353,18
15354,63
15355,52
15356,49
15357,32
15358,37
15359,30
15360,42
15361,37
15362,53
15363,40
15364,57
15365,48
15366,48
15367,59
15368,31
15369,57
15370,51
15371,58
15372,33
15373,55
15374,50
15375,64
15376,29
15377,59
15378,46
15379,59
15380,70
15381,61
15382,39
15383,12
15384,58
15385,40
15386,12
15387,43
15388,37
15389,49
15390,59
15391,68
15392,26
15393,53
15394,9
15395,60
15396,49
15397,55
15398,64
15399,61
15400,24
15401,43
15402,43
15403,12
15404,54
15405,50
15406,56
15407,39
15408,18
15409,33
15410,11
15411,65
15412,44
15413,54
15414,61
15415,29
15416,28
15417,62
15418,13
15419,22
15420,51
15421,53
15422,29
15423,54
15424,70
15425,65
15426,36
15427,46
15428,14
15429,55
15430,58
15431,11
15432,44
15433,23
15434,63
15435,50
15436,30
15437,42
15438,56
15439,59
15440,55
15441,50
15442,45
15443,36
15444,14
15445,55
15446,44
15447,33
15448,58
15449,56
15450,56
15451,14
15452,44
15453,44
15454,35
15455,54
15456,52
15457,34
15458,35
15459,47
15460,31
15461,48
15462,33
15463,40
15464,55
15465,62
15466,50
15467,57
15468,40
15469,10
15470,25
15471,55
15472,52
15473,63
15474,36
15475,33
15476,62
15477,43
15478,45
15479,58
15480,44
15481,54
15482,55
15483,54
15484,51
15485,57
15486,52
15487,39
15488,12
15489,30
15490,47
15491,33
15492,51
15493,59
15494,57
15495,60
15496,37
15497,31
15498,36
15499,19
15500,52
15501,27
15502,50
15503,49
15504,49
15505,44
15506,21
15507,13
15508,59
15509,58
15510,13
15511,60
15512,45
15513,19
15514,31
15515,55
15516,55
15517,19
15518,14
15519,51
15520,63
15521,59
15522,35
15523,63
15524,40
15525,35
15526,52
15527,33
15528,43
15529,12
15530,60
15531,54
15532,13
15533,45
15534,36
15535,54
15536,53
15537,46
15538,62
15539,33
15540,42
15541,50
15542,29
15543,28
15544,15
15545,54
15546,54
15547,35
15548,55
15549,47
15550,43
15551,55
15552,28
15553,14
15554,46
15555,46
15556,54
15557,13
15558,63
15559,33
15560,47
15561,44
15562,38
15563,31
15564,12
15565,38
15566,60
15567,64
15568,47
15569,18
15570,55
15571,29
15572,52
15573,49
15574,57
15575,47
15576,41
15577,33
15578,63
15579,14
15580,29
15581,58
15582,30
15583,52
15584,59
15585,26
15586,52
15587,55
15588,61
15589,56
15590,22
15591,56
15592,48
15593,44
15594,75
15595,44
15596,43
15597,52
15598,49
15599,47
15600,55
15601,34
15602,42
15603,48
15604,26
15605,57
15606,57
15607,11
15608,55
15609,13
15610,59
15611,35
15612,13
15613,61
15614,54
15615,33
15616,60
15617,34
15618,60
15619,45
15620,45
15621,55
15622,49
15623,53
15624,25
15625,50
15626,54
15627,52
15628,57
15629,53
15630,53
15631,56
15632,11
15633,54
15634,53
15635,54
15636,61
15637,15
15638,44
15639,55
15640,50
15641,50
15642,55
15643,40
15644,48
15645,57
15646,42
15647,22
15648,55
15649,47
15650,43
15651,51
15652,42
15653,53
15654,25
15655,33
15656,12
15657,12
15658,66
15659,20
15660,48
15661,49
15662,13
15663,56
15664,41
15665,13
15666,40
15667,11
15668,63
15669,11
15670,53
15671,28
15672,50
15673,62
15674,32
15675,51
15676,35
15677,12
15678,51
15679,54
15680,33
15681,52
15682,57
15683,13
15684,50
15685,44
15686,48
15687,47
15688,54
15689,48
15690,60
15691,15
15692,38
15693,48
15694,29
15695,11
15696,65
15697,44
15698,41
15699,14
15700,52
15701,41
15702,56
15703,50
15704,14
15705,52
15706,59
15707,31
15708,31
15709,35
15710,38
15711,49
15712,52
15713,27
15714,56
15715,46
15716,55
15717,36
15718,62
15719,56
15720,18
15721,31
15722,41
15723,56
15724,59
15725,63
15726,36
15727,37
15728,31
15729,48
15730,57
15731,51
15732,31
15733,13
15734,11
15735,54
15736,40
15737,32
15738,48
15739,11
15740,29
15741,58
15742,41
15743,52
15744,58
15745,28
15746,59
15747,50
15748,62
15749,45
15750,49
15751,28
15752,30
15753,52
15754,43
15755,23
15756,57
15757,56
15758,40
15759,40
15760,47
15761,60
15762,34
15763,60
15764,29
15765,55
15766,56
15767,62
15768,12
15769,37
15770,33
15771,13
15772,52
15773,32
15774,70
15775,44
15776,37
15777,29
15778,56
15779,10
15780,14
15781,56
15782,45
15783,48
15784,44
15785,56
15786,52
15787,56
15788,53
15789,42
15790,29
15791,37
15792,35
15793,39
15794,49
15795,57
15796,13
15797,12
15798,61
15799,49
15800,48
15801,52
15802,59
15803,65
15804,21
15805,49
15806,46
15807,60
15808,58
15809,42
15810,42
15811,28
15812,41
15813,51
15814,28
15815,43
15816,49
15817,55
15818,38
15819,60
15820,14
15821,14
15822,45
15823,45
15824,34
15825,41
15826,46
15827,14
15828,54
15829,61
15830,14
15831,50
15832,61
15833,55
15834,42
15835,49
15836,28
15837,56
15838,46
15839,45
15840,54
15841,58
15842,59
15843,46
15844,57
15845,13
15846,50
15847,50
15848,40
15849,34
15850,36
15851,32
15852,34
15853,62
15854,56
15855,45
15856,55
15857,51
15858,41
15859,44
15860,55
15861,55
15862,33
15863,32
15864,34
15865,12
15866,30
15867,40
15868,45
15869,13
15870,32
15871,55
15872,50
15873,45
15874,32
15875,17
15876,55
15877,46
15878,41
15879,47
15880,55
15881,61
15882,16
15883,45
15884,53
15885,38
15886,48
15887,57
15888,56
15889,20
15890,18
15891,59
15892,32
15893,43
15894,30
15895,37
15896,56
15897,53
15898,57
15899,64
15900,21
15901,52
15902,31
15903,39
15904,53
15905,46
15906,14
15907,60
15908,52
15909,36
15910,12
15911,59
15912,59
15913,59
15914,17
15915,62
15916,32
15917,57
15918,27
15919,60
15920,31
15921,35
15922,61
15923,50
15924,53
15925,52
15926,53
15927,41
15928,53
15929,44
15930,10
15931,29
15932,49
15933,55
15934,40
15935,29
15936,28
15937,55
15938,58
15939,15
15940,50
15941,44
15942,22
15943,40
15944,54
15945,60
15946,32
15947,27
15948,24
15949,69
15950,44
15951,42
15952,59
15953,62
15954,21
15955,17
15956,59
15957,15
15958,28
15959,48
15960,58
15961,43
15962,11
15963,11
15964,22
15965,14
15966,53
15967,56
15968,54
15969,11
15970,25
15971,19
15972,57
15973,55
15974,52
15975,56
15976,54
15977,51
15978,23
15979,52
15980,54
15981,33
15982,51
15983,51
15984,53
15985,26
15986,56
15987,30
15988,55
15989,43
15990,14
15991,13
15992,52
15993,13
15994,52
15995,43
15996,46
15997,48
15998,38
15999,56
16000,58
16001,56
16002,38
16003,55
16004,38
16005,48
16006,14
16007,36
16008,17
16009,13
16010,11
16011,36
16012,24
16013,54
16014,54
16015,35
16016,9
16017,61
16018,56
16019,55
16020,21
16021,10
16022,52
16023,48
16024,34
16025,27
16026,40
16027,54
16028,26
16029,57
16030,16
16031,41
16032,11
16033,49
16034,14
16035,57
16036,56
16037,41
16038,58
16039,47
16040,11
16041,39
16042,13
16043,33
16044,13
16045,43
16046,51
16047,43
16048,24
16049,18
16050,45
16051,48
16052,50
16053,20
16054,33
16055,33
16056,47
16057,10
16058,55
16059,40
16060,52
16061,26
16062,49
16063,57
16064,12
16065,12
16066,49
16067,37
16068,52
16069,35
16070,61
16071,62
16072,48
16073,25
16074,43
16075,56
16076,52
16077,43
16078,54
16079,8
16080,59
16081,56
16082,43
16083,58
16084,12
16085,28
16086,48
16087,14
16088,51
16089,19
16090,11
16091,54
16092,51
16093,15
16094,48
16095,15
16096,27
16097,12
16098,42
16099,47
16100,39
16101,51
16102,54
16103,52
16104,12
16105,27
16106,35
16107,45
16108,54
16109,45
16110,11
16111,16
16112,33
16113,11
16114,56
16115,42
16116,42
16117,37
16118,60
16119,25
16120,12
16121,31
16122,32
16123,59
16124,58
16125,13
16126,14
16127,28
16128,14
16129,32
16130,52
16131,55
16132,64
16133,19
16134,56
16135,60
16136,50
16137,61
16138,23
16139,57
16140,47
16141,43
16142,45
16143,11
16144,48
16145,15
16146,20
16147,51
16148,53
16149,56
16150,61
16151,46
16152,51
16153,53
16154,48
16155,45
16156,55
16157,45
16158,55
16159,61
16160,49
16161,50
16162,50
16163,28
16164,57
16165,57
16166,35
16167,35
16168,22
16169,60
16170,23
16171,52
16172,47
16173,36
16174,44
16175,42
16176,37
16177,47
16178,54
16179,51
16180,49
16181,36
16182,42
16183,31
16184,49
16185,33
16186,59
16187,51
16188,45
16189,42
16190,25
16191,13
16192,26
16193,58
16194,60
16195,7
16196,59
16197,50
16198,10
16199,12
16200,63
16201,32
16202,12
16203,44
16204,11
16205,57
16206,49
16207,39
16208,54
16209,42
16210,19
16211,60
16212,14
16213,47
16214,55
16215,33
16216,55
16217,44
16218,44
16219,63
16220,30
16221,55
16222,60
16223,50
16224,54
16225,11
16226,22
16227,38
16228,24
16229,49
16230,38
16231,47
16232,18
16233,54
16234,53
16235,14
16236,59
16237,55
16238,57
16239,48
16240,35
16241,36
16242,59
16243,35
16244,50
16245,55
16246,55
16247,49
16248,15
16249,51
16250,60
16251,23
16252,38
16253,28
16254,25
16255,52
16256,34
16257,42
16258,54
16259,56
16260,33
16261,49
16262,17
16263,52
16264,52
16265,49
16266,47
16267,36
16268,47
16269,47
16270,12
16271,14
16272,51
16273,53
16274,10
16275,61
16276,49
16277,48
16278,29
16279,22
16280,42
16281,32
16282,40
16283,48
16284,23
16285,29
16286,32
16287,60
16288,54
16289,53
16290,50
16291,14
16292,66
16293,30
16294,51
16295,30
16296,33
16297,26
16298,23
16299,58
16300,56
16301,51
16302,41
16303,44
16304,39
16305,32
16306,25
16307,53
16308,12
16309,60
16310,21
16311,13
16312,54
16313,33
16314,55
16315,42
16316,52
16317,64
16318,16
16319,57
16320,57
16321,11
16322,12
16323,41
16324,54
16325,35
16326,33
16327,42
16328,56
16329,20
16330,23
16331,45
16332,46
16333,13
16334,58
16335,52
16336,52
16337,49
16338,47
16339,23
16340,62
16341,30
16342,53
16343,13
16344,58
16345,58
16346,57
16347,53
16348,55
16349,44
16350,51
16351,35
16352,52
16353,46
16354,53
16355,58
16356,41
16357,52
16358,60
16359,39
16360,30
16361,43
16362,54
16363,12
16364,34
16365,49
16366,51
16367,33
16368,58
16369,20
16370,55
16371,55
16372,39
16373,44
16374,25
16375,28
16376,61
16377,42
16378,12
16379,54
16380,14
16381,40
16382,15
16383,12
16384,32
16385,36
16386,58
16387,13
16388,54
16389,55
16390,53
16391,11
16392,25
16393,12
16394,52
16395,23
16396,30
16397,41
16398,31
16399,51
16400,54
16401,30
16402,45
16403,43
16404,38
16405,41
16406,41
16407,50
16408,53
16409,54
16410,58
16411,53
16412,57
16413,59
16414,45
16415,35
16416,10
16417,57
16418,51
16419,44
16420,10
16421,39
16422,39
16423,11
16424,33
16425,48
16426,49
16427,46
16428,41
16429,51
16430,45
16431,46
16432,29
16433,56
16434,53
16435,27
16436,29
16437,18
16438,44
16439,14
16440,18
16441,48
16442,44
16443,57
16444,51
16445,54
16446,43
16447,48
16448,41
16449,45
16450,38
16451,49
16452,13
16453,40
16454,50
16455,41
16456,48
16457,40
16458,30
16459,48
16460,37
16461,60
16462,54
16463,49
16464,40
16465,38
16466,52
16467,41
16468,43
16469,66
16470,42
16471,33
16472,34
16473,34
16474,53
16475,54
16476,50
16477,44
16478,38
16479,14
16480,61
16481,9
16482,46
16483,13
16484,11
16485,23
16486,34
16487,53
16488,50
16489,55
16490,60
16491,29
16492,45
16493,54
16494,46
16495,20
16496,58
16497,37
16498,38
16499,47
16500,27
16501,32
16502,11
16503,53
16504,27
16505,53
16506,38
16507,13
16508,10
16509,26
16510,49
16511,14
16512,28
16513,51
16514,14
16515,42
16516,31
16517,53
16518,29
16519,29
16520,34
16521,35
16522,62
16523,55
16524,55
16525,11
16526,28
16527,41
16528,8
16529,45
16530,44
16531,14
16532,53
16533,61
16534,43
16535,54
16536,54
16537,11
16538,53
16539,50
16540,52
16541,31
16542,60
16543,26
16544,63
16545,50
16546,43
16547,38
16548,36
16549,36
16550,48
16551,49
16552,29
16553,47
16554,20
16555,56
16556,47
16557,26
16558,14
16559,11
16560,12
16561,45
16562,52
16563,15
16564,40
16565,13
16566,39
16567,30
16568,54
16569,53
16570,42
16571,12
16572,54
16573,51
16574,33
16575,33
16576,34
16577,55
16578,20
16579,51
16580,29
16581,58
16582,10
16583,25
16584,53
16585,28
16586,38
16587,40
16588,65
16589,40
16590,53
16591,30
16592,17
16593,53
16594,44
16595,33
16596,45
16597,59
16598,54
16599,36
16600,55
16601,13
16602,31
16603,45
16604,53
16605,41
16606,51
16607,58
16608,46
16609,42
16610,53
16611,26
16612,40
16613,48
16614,15
16615,32
16616,31
16617,50
16618,14
16619,52
16620,31
16621,10
16622,37
16623,42
16624,60
16625,43
16626,43
16627,55
16628,27
16629,49
16630,30
16631,53
16632,54
16633,48
16634,63
16635,41
16636,26
16637,50
16638,28
16639,28
16640,46
16641,58
16642,45
16643,29
16644,54
16645,36
16646,53
16647,13
16648,57
16649,12
16650,33
16651,47
16652,50
16653,52
16654,38
16655,50
16656,28
16657,67
16658,56
16659,31
16660,55
16661,41
16662,20
16663,44
16664,32
16665,41
16666,48
16667,45
16668,31
16669,40
16670,28
16671,55
16672,55
16673,36
16674,53
16675,47
16676,39
16677,39
16678,44
16679,26
16680,51
16681,49
16682,48
16683,43
16684,34
16685,33
16686,18
16687,56
16688,16
16689,48
16690,40
16691,49
16692,56
16693,14
16694,30
16695,14
16696,48
16697,52
16698,51
16699,41
16700,32
16701,43
16702,36
16703,56
16704,52
16705,48
16706,11
16707,62
16708,10
16709,55
16710,44
16711,54
16712,54
16713,41
16714,45
16715,17
16716,27
16717,28
16718,18
16719,11
16720,13
16721,43
16722,40
16723,53
16724,29
16725,26
16726,42
16727,38
16728,38
16729,12
16730,30
16731,35
16732,50
16733,12
16734,27
16735,28
16736,32
16737,54
16738,56
16739,45
16740,52
16741,26
16742,37
16743,40
16744,32
16745,46
16746,55
16747,61
16748,25
16749,38
16750,39
16751,41
16752,54
16753,59
16754,55
16755,48
16756,27
16757,14
16758,14
16759,22
16760,42
16761,46
16762,35
16763,14
16764,50
16765,13
16766,57
16767,10
16768,59
16769,13
16770,12
16771,49
16772,12
16773,26
16774,38
16775,37
16776,49
16777,39
16778,45
16779,45
16780,49
16781,34
16782,32
16783,55
16784,10
16785,13
16786,14
16787,22
16788,43
16789,36
16790,20
16791,12
16792,15
16793,48
16794,56
16795,29
16796,62
16797,15
16798,14
16799,42
16800,12
16801,50
16802,47
16803,54
16804,52
16805,46
16806,16
16807,53
16808,54
16809,49
16810,56
16811,26
16812,54
16813,57
16814,32
16815,12
16816,52
16817,55
16818,53
16819,56
16820,42
16821,44
16822,57
16823,52
16824,49
16825,52
16826,44
16827,48
16828,49
16829,43
16830,43
16831,44
16832,51
16833,22
16834,47
16835,35
16836,52
16837,39
16838,28
16839,53
16840,45
16841,32
16842,30
16843,54
16844,49
16845,38
16846,11
16847,24
16848,45
16849,13
16850,51
16851,26
16852,30
16853,37
16854,45
16855,29
16856,21
16857,12
16858,13
16859,57
16860,29
16861,44
16862,27
16863,47
16864,11
16865,39
16866,39
16867,51
16868,39
16869,37
16870,55
16871,56
16872,52
16873,47
16874,49
16875,44
16876,39
16877,36
16878,15
16879,13
16880,45
16881,45
16882,44
16883,38
16884,22
16885,38
16886,57
16887,48
16888,38
16889,39
16890,29
16891,45
16892,15
16893,47
16894,38
16895,15
16896,11
16897,57
16898,41
16899,32
16900,43
16901,16
16902,49
16903,58
16904,12
16905,51
16906,32
16907,58
16908,12
16909,53
16910,45
16911,56
16912,10
16913,54
16914,12
16915,14
16916,39
16917,38
16918,55
16919,44
16920,48
16921,34
16922,37
16923,21
16924,36
16925,59
16926,14
16927,49
16928,50
16929,29
16930,55
16931,17
16932,17
16933,45
16934,32
16935,44
16936,32
16937,26
16938,39
16939,7
16940,48
16941,47
16942,45
16943,32
16944,30
16945,20
16946,39
16947,41
16948,34
16949,12
16950,53
16951,11
16952,29
16953,42
16954,28
16955,29
16956,22
16957,43
16958,48
16959,34
16960,58
16961,52
16962,42
16963,55
16964,39
16965,51
16966,27
16967,55
16968,42
16969,14
16970,10
16971,52
16972,45
16973,37
16974,39
16975,53
16976,9
16977,53
16978,27
16979,36
16980,36
16981,54
16982,39
16983,39
16984,43
16985,50
16986,56
