,Defending
14194,40
14195,60
14196,136
14197,179
14198,150
14199,143
14200,182
14201,178
14202,180
14203,185
14204,167
14205,186
14206,46
14207,42
14208,172
14209,147
14210,162
14211,147
14212,29
14213,157
14214,185
14215,131
14216,29
14217,151
14218,53
14219,167
14220,163
14221,105
14222,52
14223,34
14224,40
14225,79
14226,162
14227,183
14228,176
14229,176
14230,153
14231,136
14232,190
14233,204
14234,54
14235,32
14236,60
14237,145
14238,51
14239,154
14240,170
14241,166
14242,177
14243,165
14244,172
14245,170
14246,172
14247,131
14248,139
14249,137
14250,103
14251,174
14252,163
14253,172
14254,47
14255,186
14256,28
14257,102
14258,176
14259,69
14260,41
14261,35
14262,88
14263,177
14264,167
14265,183
14266,51
14267,176
14268,143
14269,179
14270,76
14271,46
14272,172
14273,46
14274,183
14275,48
14276,121
14277,179
14278,53
14279,100
14280,100
14281,182
14282,186
14283,180
14284,181
14285,43
14286,179
14287,69
14288,55
14289,52
14290,92
14291,124
14292,185
14293,182
14294,178
14295,177
14296,52
14297,33
14298,111
14299,53
14300,182
14301,57
14302,165
14303,173
14304,90
14305,80
14306,132
14307,36
14308,73
14309,59
14310,153
14311,176
14312,30
14313,81
14314,153
14315,179
14316,186
14317,92
14318,45
14319,182
14320,177
14321,152
14322,170
14323,69
14324,48
14325,45
14326,45
14327,174
14328,194
14329,179
14330,39
14331,39
14332,83
14333,127
14334,105
14335,151
14336,180
14337,203
14338,183
14339,76
14340,68
14341,178
14342,36
14343,171
14344,53
14345,173
14346,149
14347,168
14348,144
14349,55
14350,185
14351,192
14352,66
14353,169
14354,179
14355,40
14356,181
14357,128
14358,57
14359,190
14360,106
14361,43
14362,49
14363,188
14364,51
14365,29
14366,182
14367,91
14368,182
14369,180
14370,45
14371,107
14372,67
14373,174
14374,45
14375,133
14376,55
14377,54
14378,167
14379,177
14380,167
14381,177
14382,177
14383,180
14384,158
14385,32
14386,197
14387,59
14388,96
14389,175
14390,156
14391,170
14392,195
14393,118
14394,195
14395,184
14396,177
14397,185
14398,162
14399,161
14400,49
14401,196
14402,51
14403,41
14404,41
14405,102
14406,52
14407,166
14408,172
14409,39
14410,45
14411,146
14412,79
14413,49
14414,182
14415,189
14416,176
14417,178
14418,79
14419,48
14420,34
14421,41
14422,189
14423,103
14424,58
14425,175
14426,46
14427,171
14428,158
14429,97
14430,189
14431,124
14432,63
14433,63
14434,183
14435,195
14436,148
14437,48
14438,175
14439,182
14440,139
14441,66
14442,175
14443,40
14444,107
14445,48
14446,52
14447,176
14448,182
14449,177
14450,89
14451,170
14452,168
14453,138
14454,31
14455,186
14456,172
14457,49
14458,185
14459,55
14460,181
14461,201
14462,84
14463,32
14464,157
14465,176
14466,43
14467,69
14468,77
14469,90
14470,42
14471,66
14472,109
14473,38
14474,182
14475,52
14476,85
14477,178
14478,33
14479,176
14480,76
14481,145
14482,154
14483,184
14484,184
14485,172
14486,78
14487,60
14488,180
14489,144
14490,175
14491,163
14492,180
14493,182
14494,39
14495,108
14496,165
14497,151
14498,153
14499,174
14500,67
14501,167
14502,181
14503,33
14504,180
14505,82
14506,181
14507,102
14508,42
14509,166
14510,178
14511,187
14512,186
14513,50
14514,125
14515,45
14516,167
14517,149
14518,164
14519,64
14520,184
14521,92
14522,180
14523,180
14524,56
14525,119
14526,47
14527,59
14528,56
14529,189
14530,146
14531,182
14532,184
14533,53
14534,181
14535,181
14536,51
14537,187
14538,89
14539,53
14540,46
14541,106
14542,184
14543,32
14544,148
14545,121
14546,78
14547,177
14548,170
14549,175
14550,91
14551,164
14552,98
14553,146
14554,83
14555,197
14556,198
14557,196
14558,80
14559,185
14560,186
14561,184
14562,197
14563,170
14564,43
14565,87
14566,172
14567,168
14568,102
14569,190
14570,45
14571,72
14572,185
14573,177
14574,52
14575,182
14576,190
14577,68
14578,99
14579,182
14580,142
14581,172
14582,167
14583,122
14584,134
14585,78
14586,78
14587,193
14588,86
14589,62
14590,183
14591,173
14592,178
14593,163
14594,184
14595,178
14596,119
14597,179
14598,161
14599,178
14600,47
14601,165
14602,174
14603,55
14604,78
14605,166
14606,184
14607,78
14608,170
14609,195
14610,171
14611,182
14612,71
14613,181
14614,160
14615,166
14616,203
14617,51
14618,183
14619,180
14620,166
14621,200
14622,198
14623,171
14624,156
14625,203
14626,35
14627,186
14628,173
14629,109
14630,140
14631,167
14632,179
14633,154
14634,186
14635,54
14636,183
14637,183
14638,198
14639,48
14640,175
14641,44
14642,186
14643,172
14644,70
14645,168
14646,150
14647,178
14648,27
14649,41
14650,51
14651,189
14652,161
14653,94
14654,142
14655,179
14656,54
14657,182
14658,44
14659,71
14660,32
14661,181
14662,157
14663,43
14664,121
14665,80
14666,171
14667,128
14668,54
14669,43
14670,112
14671,136
14672,188
14673,166
14674,181
14675,147
14676,139
14677,49
14678,190
14679,188
14680,95
14681,177
14682,175
14683,50
14684,50
14685,173
14686,178
14687,40
14688,40
14689,151
14690,91
14691,119
14692,54
14693,36
14694,178
14695,72
14696,183
14697,176
14698,175
14699,71
14700,113
14701,168
14702,45
14703,59
14704,156
14705,119
14706,110
14707,160
14708,180
14709,98
14710,181
14711,44
14712,191
14713,186
14714,189
14715,188
14716,181
14717,181
14718,133
14719,55
14720,144
14721,151
14722,184
14723,186
14724,180
14725,135
14726,66
14727,117
14728,70
14729,183
14730,149
14731,43
14732,173
14733,188
14734,112
14735,176
14736,52
14737,171
14738,172
14739,172
14740,54
14741,149
14742,174
14743,171
14744,182
14745,61
14746,162
14747,133
14748,168
14749,40
14750,43
14751,130
14752,90
14753,26
14754,156
14755,50
14756,77
14757,180
14758,178
14759,56
14760,182
14761,176
14762,175
14763,148
14764,95
14765,52
14766,106
14767,42
14768,178
14769,165
14770,165
14771,51
14772,53
14773,168
14774,80
14775,56
14776,167
14777,68
14778,176
14779,176
14780,47
14781,42
14782,49
14783,36
14784,198
14785,165
14786,179
14787,169
14788,85
14789,158
14790,158
14791,120
14792,61
14793,55
14794,170
14795,183
14796,60
14797,178
14798,136
14799,152
14800,152
14801,82
14802,153
14803,168
14804,74
14805,55
14806,198
14807,81
14808,180
14809,187
14810,141
14811,180
14812,46
14813,56
14814,167
14815,178
14816,165
14817,183
14818,179
14819,121
14820,85
14821,87
14822,70
14823,51
14824,193
14825,171
14826,124
14827,46
14828,76
14829,78
14830,52
14831,140
14832,149
14833,56
14834,170
14835,183
14836,29
14837,158
14838,48
14839,52
14840,172
14841,172
14842,150
14843,110
14844,177
14845,45
14846,171
14847,45
14848,184
14849,140
14850,47
14851,61
14852,55
14853,166
14854,182
14855,29
14856,53
14857,124
14858,186
14859,155
14860,56
14861,54
14862,176
14863,176
14864,99
14865,56
14866,182
14867,93
14868,177
14869,180
14870,57
14871,172
14872,165
14873,174
14874,64
14875,61
14876,141
14877,31
14878,66
14879,60
14880,128
14881,168
14882,46
14883,170
14884,86
14885,187
14886,175
14887,190
14888,170
14889,51
14890,183
14891,181
14892,181
14893,88
14894,190
14895,187
14896,143
14897,168
14898,128
14899,183
14900,181
14901,43
14902,192
14903,173
14904,186
14905,179
14906,50
14907,160
14908,185
14909,183
14910,58
14911,32
14912,30
14913,178
14914,122
14915,59
14916,121
14917,54
14918,124
14919,185
14920,67
14921,161
14922,88
14923,179
14924,53
14925,133
14926,190
14927,61
14928,70
14929,45
14930,112
14931,181
14932,77
14933,88
14934,182
14935,185
14936,78
14937,180
14938,186
14939,178
14940,53
14941,84
14942,37
14943,37
14944,193
14945,84
14946,184
14947,68
14948,183
14949,178
14950,64
14951,69
14952,183
14953,174
14954,162
14955,160
14956,52
14957,188
14958,42
14959,78
14960,58
14961,55
14962,175
14963,38
14964,51
14965,60
14966,82
14967,108
14968,179
14969,132
14970,63
14971,39
14972,39
14973,74
14974,188
14975,105
14976,123
14977,62
14978,51
14979,118
14980,70
14981,193
14982,185
14983,186
14984,176
14985,164
14986,156
14987,182
14988,174
14989,183
14990,173
14991,189
14992,167
14993,177
14994,177
14995,138
14996,42
14997,51
14998,172
14999,133
15000,41
15001,43
15002,82
15003,179
15004,159
15005,175
15006,32
15007,171
15008,44
15009,33
15010,59
15011,180
15012,177
15013,50
15014,43
15015,182
15016,59
15017,182
15018,162
15019,192
15020,136
15021,115
15022,59
15023,164
15024,156
15025,125
15026,167
15027,185
15028,43
15029,183
15030,186
15031,42
15032,71
15033,164
15034,91
15035,175
15036,68
15037,97
15038,28
15039,49
15040,35
15041,57
15042,172
15043,43
15044,35
15045,35
15046,29
15047,113
15048,189
15049,174
15050,189
15051,175
15052,163
15053,176
15054,38
15055,96
15056,180
15057,188
15058,31
15059,74
15060,188
15061,192
15062,129
15063,179
15064,174
15065,143
15066,160
15067,181
15068,170
15069,182
15070,89
15071,174
15072,185
15073,181
15074,176
15075,115
15076,41
15077,186
15078,68
15079,163
15080,175
15081,34
15082,145
15083,66
15084,118
15085,35
15086,29
15087,118
15088,189
15089,65
15090,166
15091,173
15092,100
15093,75
15094,41
15095,128
15096,128
15097,167
15098,184
15099,98
15100,172
15101,44
15102,165
15103,58
15104,182
15105,50
15106,187
15107,83
15108,191
15109,93
15110,33
15111,83
15112,199
15113,44
15114,141
15115,88
15116,163
15117,99
15118,41
15119,168
15120,173
15121,171
15122,41
15123,184
15124,45
15125,179
15126,167
15127,43
15128,43
15129,185
15130,179
15131,93
15132,55
15133,44
15134,39
15135,114
15136,167
15137,179
15138,84
15139,174
15140,175
15141,184
15142,59
15143,180
15144,120
15145,184
15146,127
15147,127
15148,191
15149,190
15150,37
15151,79
15152,68
15153,59
15154,159
15155,173
15156,53
15157,177
15158,149
15159,159
15160,140
15161,193
15162,166
15163,93
15164,81
15165,168
15166,106
15167,84
15168,171
15169,65
15170,133
15171,184
15172,167
15173,151
15174,174
15175,37
15176,28
15177,180
15178,123
15179,171
15180,150
15181,91
15182,178
15183,54
15184,183
15185,182
15186,163
15187,69
15188,178
15189,46
15190,163
15191,64
15192,131
15193,165
15194,83
15195,134
15196,42
15197,41
15198,41
15199,51
15200,170
15201,136
15202,192
15203,168
15204,53
15205,105
15206,147
15207,39
15208,171
15209,114
15210,32
15211,179
15212,179
15213,183
15214,117
15215,56
15216,177
15217,103
15218,166
15219,86
15220,128
15221,172
15222,152
15223,185
15224,111
15225,144
15226,146
15227,187
15228,195
15229,137
15230,68
15231,70
15232,189
15233,189
15234,173
15235,182
15236,119
15237,173
15238,88
15239,43
15240,171
15241,183
15242,45
15243,152
15244,37
15245,41
15246,81
15247,190
15248,165
15249,165
15250,55
15251,56
15252,178
15253,194
15254,100
15255,184
15256,175
15257,33
15258,118
15259,43
15260,172
15261,56
15262,82
15263,156
15264,35
15265,189
15266,145
15267,180
15268,35
15269,54
15270,182
15271,93
15272,174
15273,188
15274,168
15275,51
15276,101
15277,176
15278,50
15279,159
15280,169
15281,32
15282,188
15283,193
15284,152
15285,140
15286,175
15287,169
15288,45
15289,186
15290,164
15291,50
15292,190
15293,88
15294,36
15295,185
15296,32
15297,59
15298,42
15299,159
15300,159
15301,46
15302,176
15303,173
15304,158
15305,175
15306,171
15307,178
15308,66
15309,163
15310,173
15311,45
15312,171
15313,190
15314,34
15315,181
15316,83
15317,156
15318,76
15319,188
15320,29
15321,160
15322,172
15323,68
15324,189
15325,161
15326,32
15327,40
15328,28
15329,158
15330,168
15331,45
15332,177
15333,41
15334,202
15335,73
15336,174
15337,184
15338,193
15339,178
15340,102
15341,179
15342,48
15343,150
15344,186
15345,76
15346,88
15347,47
15348,63
15349,107
15350,56
15351,56
15352,53
15353,53
15354,107
15355,47
15356,164
15357,199
15358,162
15359,190
15360,177
15361,189
15362,170
15363,175
15364,76
15365,52
15366,150
15367,103
15368,199
15369,99
15370,41
15371,87
15372,195
15373,99
15374,129
15375,188
15376,166
15377,151
15378,174
15379,178
15380,169
15381,42
15382,48
15383,38
15384,164
15385,118
15386,36
15387,171
15388,183
15389,47
15390,148
15391,167
15392,184
15393,70
15394,37
15395,88
15396,71
15397,87
15398,155
15399,178
15400,61
15401,183
15402,183
15403,30
15404,160
15405,145
15406,145
15407,170
15408,38
15409,52
15410,27
15411,84
15412,161
15413,175
15414,172
15415,68
15416,178
15417,168
15418,40
15419,175
15420,180
15421,102
15422,195
15423,121
15424,103
15425,97
15426,168
15427,123
15428,50
15429,169
15430,114
15431,36
15432,113
15433,187
15434,91
15435,171
15436,192
15437,140
15438,158
15439,97
15440,172
15441,175
15442,162
15443,51
15444,44
15445,154
15446,189
15447,78
15448,172
15449,65
15450,109
15451,42
15452,169
15453,169
15454,54
15455,94
15456,169
15457,62
15458,54
15459,141
15460,46
15461,171
15462,177
15463,66
15464,113
15465,83
15466,124
15467,166
15468,182
15469,34
15470,183
15471,76
15472,97
15473,134
15474,58
15475,60
15476,104
15477,177
15478,177
15479,82
15480,174
15481,106
15482,159
15483,182
15484,69
15485,169
15486,74
15487,164
15488,40
15489,33
15490,195
15491,194
15492,71
15493,173
15494,59
15495,148
15496,52
15497,50
15498,139
15499,47
15500,190
15501,68
15502,148
15503,66
15504,66
15505,92
15506,49
15507,35
15508,176
15509,52
15510,47
15511,179
15512,99
15513,44
15514,57
15515,88
15516,125
15517,38
15518,28
15519,181
15520,89
15521,162
15522,174
15523,179
15524,127
15525,166
15526,63
15527,174
15528,122
15529,39
15530,102
15531,167
15532,53
15533,56
15534,188
15535,172
15536,69
15537,168
15538,146
15539,179
15540,158
15541,162
15542,198
15543,53
15544,45
15545,87
15546,95
15547,192
15548,110
15549,46
15550,170
15551,96
15552,169
15553,41
15554,71
15555,71
15556,163
15557,50
15558,174
15559,47
15560,176
15561,152
15562,73
15563,40
15564,30
15565,61
15566,166
15567,103
15568,170
15569,43
15570,179
15571,69
15572,162
15573,129
15574,172
15575,182
15576,50
15577,55
15578,167
15579,54
15580,46
15581,98
15582,182
15583,134
15584,131
15585,173
15586,165
15587,74
15588,137
15589,184
15590,174
15591,79
15592,160
15593,180
15594,183
15595,52
15596,158
15597,82
15598,97
15599,130
15600,96
15601,186
15602,48
15603,123
15604,160
15605,44
15606,44
15607,32
15608,160
15609,45
15610,182
15611,182
15612,30
15613,127
15614,76
15615,185
15616,68
15617,55
15618,94
15619,43
15620,166
15621,69
15622,154
15623,174
15624,176
15625,129
15626,92
15627,79
15628,176
15629,167
15630,141
15631,174
15632,36
15633,166
15634,176
15635,117
15636,174
15637,35
15638,52
15639,72
15640,61
15641,124
15642,139
15643,58
15644,41
15645,186
15646,175
15647,172
15648,164
15649,50
15650,148
15651,87
15652,86
15653,146
15654,180
15655,51
15656,36
15657,36
15658,209
15659,172
15660,171
15661,147
15662,31
15663,89
15664,39
15665,33
15666,169
15667,34
15668,179
15669,80
15670,99
15671,56
15672,144
15673,165
15674,173
15675,182
15676,183
15677,34
15678,40
15679,124
15680,46
15681,167
15682,169
15683,49
15684,169
15685,154
15686,48
15687,145
15688,127
15689,119
15690,167
15691,44
15692,182
15693,174
15694,74
15695,37
15696,159
15697,43
15698,50
15699,30
15700,130
15701,89
15702,114
15703,118
15704,31
15705,177
15706,180
15707,181
15708,181
15709,36
15710,59
15711,197
15712,162
15713,182
15714,72
15715,154
15716,174
15717,58
15718,78
15719,155
15720,44
15721,180
15722,49
15723,105
15724,160
15725,107
15726,53
15727,61
15728,184
15729,190
15730,170
15731,186
15732,187
15733,34
15734,32
15735,143
15736,129
15737,83
15738,165
15739,31
15740,168
15741,58
15742,169
15743,74
15744,175
15745,53
15746,82
15747,118
15748,95
15749,55
15750,116
15751,177
15752,59
15753,133
15754,88
15755,169
15756,61
15757,119
15758,101
15759,101
15760,87
15761,71
15762,179
15763,88
15764,68
15765,158
15766,191
15767,103
15768,28
15769,141
15770,51
15771,24
15772,97
15773,184
15774,156
15775,113
15776,175
15777,53
15778,81
15779,29
15780,36
15781,154
15782,175
15783,184
15784,184
15785,163
15786,79
15787,113
15788,171
15789,178
15790,53
15791,64
15792,47
15793,62
15794,169
15795,133
15796,34
15797,33
15798,173
15799,173
15800,170
15801,172
15802,145
15803,89
15804,158
15805,160
15806,151
15807,176
15808,172
15809,170
15810,170
15811,69
15812,175
15813,70
15814,200
15815,159
15816,95
15817,102
15818,170
15819,180
15820,33
15821,30
15822,174
15823,50
15824,58
15825,176
15826,167
15827,33
15828,160
15829,70
15830,53
15831,165
15832,100
15833,163
15834,165
15835,44
15836,95
15837,58
15838,116
15839,155
15840,71
15841,70
15842,88
15843,201
15844,170
15845,28
15846,157
15847,171
15848,162
15849,190
15850,93
15851,57
15852,91
15853,108
15854,153
15855,123
15856,133
15857,184
15858,170
15859,183
15860,106
15861,106
15862,184
15863,175
15864,173
15865,43
15866,173
15867,73
15868,169
15869,37
15870,34
15871,173
15872,67
15873,145
15874,183
15875,32
15876,74
15877,128
15878,189
15879,186
15880,178
15881,157
15882,42
15883,171
15884,169
15885,46
15886,176
15887,101
15888,177
15889,54
15890,38
15891,172
15892,179
15893,148
15894,183
15895,51
15896,82
15897,168
15898,166
15899,124
15900,62
15901,182
15902,185
15903,55
15904,170
15905,175
15906,37
15907,147
15908,62
15909,48
15910,30
15911,170
15912,170
15913,171
15914,39
15915,180
15916,57
15917,87
15918,48
15919,89
15920,43
15921,74
15922,170
15923,138
15924,147
15925,133
15926,117
15927,138
15928,166
15929,117
15930,28
15931,69
15932,168
15933,178
15934,107
15935,162
15936,86
15937,161
15938,85
15939,56
15940,75
15941,141
15942,168
15943,51
15944,157
15945,94
15946,186
15947,56
15948,169
15949,173
15950,169
15951,174
15952,160
15953,159
15954,55
15955,39
15956,120
15957,51
15958,51
15959,175
15960,183
15961,175
15962,47
15963,47
15964,174
15965,51
15966,124
15967,121
15968,67
15969,29
15970,177
15971,67
15972,153
15973,82
15974,136
15975,170
15976,88
15977,52
15978,173
15979,167
15980,171
15981,61
15982,160
15983,181
15984,156
15985,65
15986,188
15987,46
15988,175
15989,61
15990,46
15991,31
15992,122
15993,32
15994,180
15995,130
15996,71
15997,165
15998,57
15999,118
16000,164
16001,168
16002,49
16003,169
16004,170
16005,59
16006,34
16007,41
16008,44
16009,32
16010,31
16011,171
16012,185
16013,113
16014,113
16015,35
16016,55
16017,168
16018,44
16019,81
16020,184
16021,31
16022,155
16023,42
16024,60
16025,171
16026,161
16027,174
16028,174
16029,153
16030,39
16031,156
16032,33
16033,95
16034,29
16035,172
16036,176
16037,180
16038,165
16039,79
16040,33
16041,129
16042,50
16043,46
16044,29
16045,142
16046,156
16047,47
16048,176
16049,36
16050,166
16051,134
16052,72
16053,42
16054,164
16055,175
16056,46
16057,33
16058,165
16059,188
16060,142
16061,180
16062,168
16063,189
16064,35
16065,35
16066,174
16067,176
16068,159
16069,187
16070,169
16071,88
16072,170
16073,173
16074,158
16075,149
16076,83
16077,170
16078,166
16079,31
16080,80
16081,85
16082,101
16083,167
16084,38
16085,179
16086,73
16087,45
16088,194
16089,46
16090,27
16091,186
16092,176
16093,41
16094,168
16095,54
16096,177
16097,39
16098,165
16099,146
16100,139
16101,64
16102,169
16103,158
16104,36
16105,45
16106,167
16107,46
16108,168
16109,67
16110,29
16111,48
16112,96
16113,30
16114,159
16115,134
16116,134
16117,43
16118,163
16119,67
16120,36
16121,47
16122,180
16123,91
16124,156
16125,32
16126,38
16127,176
16128,36
16129,174
16130,84
16131,71
16132,171
16133,46
16134,173
16135,97
16136,60
16137,110
16138,173
16139,165
16140,173
16141,199
16142,156
16143,42
16144,106
16145,47
16146,182
16147,170
16148,158
16149,148
16150,74
16151,129
16152,174
16153,67
16154,179
16155,173
16156,163
16157,52
16158,102
16159,105
16160,135
16161,52
16162,94
16163,174
16164,161
16165,113
16166,179
16167,179
16168,169
16169,114
16170,40
16171,129
16172,170
16173,157
16174,120
16175,48
16176,84
16177,96
16178,142
16179,92
16180,182
16181,163
16182,129
16183,188
16184,166
16185,49
16186,166
16187,177
16188,122
16189,52
16190,171
16191,39
16192,166
16193,94
16194,187
16195,27
16196,92
16197,84
16198,38
16199,34
16200,101
16201,62
16202,45
16203,139
16204,29
16205,177
16206,168
16207,146
16208,166
16209,171
16210,174
16211,95
16212,28
16213,176
16214,178
16215,192
16216,108
16217,147
16218,147
16219,173
16220,175
16221,157
16222,172
16223,79
16224,133
16225,43
16226,164
16227,57
16228,65
16229,51
16230,76
16231,56
16232,36
16233,82
16234,182
16235,63
16236,150
16237,171
16238,152
16239,127
16240,67
16241,193
16242,165
16243,57
16244,142
16245,145
16246,159
16247,158
16248,46
16249,156
16250,152
16251,52
16252,57
16253,179
16254,181
16255,170
16256,181
16257,154
16258,67
16259,180
16260,55
16261,173
16262,26
16263,126
16264,170
16265,163
16266,73
16267,173
16268,154
16269,154
16270,32
16271,36
16272,184
16273,178
16274,31
16275,116
16276,167
16277,120
16278,47
16279,50
16280,141
16281,168
16282,137
16283,174
16284,77
16285,41
16286,176
16287,94
16288,81
16289,173
16290,171
16291,32
16292,106
16293,67
16294,87
16295,48
16296,51
16297,38
16298,171
16299,103
16300,81
16301,158
16302,154
16303,148
16304,129
16305,178
16306,177
16307,95
16308,44
16309,161
16310,46
16311,41
16312,171
16313,169
16314,180
16315,85
16316,169
16317,106
16318,57
16319,175
16320,175
16321,31
16322,29
16323,162
16324,180
16325,62
16326,177
16327,134
16328,169
16329,42
16330,46
16331,125
16332,172
16333,32
16334,158
16335,41
16336,173
16337,137
16338,147
16339,178
16340,50
16341,171
16342,123
16343,31
16344,169
16345,88
16346,135
16347,170
16348,81
16349,97
16350,164
16351,179
16352,82
16353,69
16354,178
16355,80
16356,42
16357,44
16358,77
16359,162
16360,49
16361,57
16362,77
16363,28
16364,176
16365,158
16366,44
16367,48
16368,154
16369,42
16370,180
16371,180
16372,169
16373,145
16374,177
16375,163
16376,146
16377,47
16378,51
16379,59
16380,29
16381,180
16382,45
16383,32
16384,177
16385,179
16386,175
16387,58
16388,113
16389,126
16390,159
16391,31
16392,173
16393,34
16394,180
16395,178
16396,44
16397,171
16398,58
16399,131
16400,72
16401,174
16402,58
16403,152
16404,166
16405,118
16406,62
16407,151
16408,113
16409,130
16410,178
16411,154
16412,165
16413,118
16414,110
16415,40
16416,37
16417,179
16418,78
16419,171
16420,32
16421,48
16422,48
16423,39
16424,183
16425,172
16426,167
16427,100
16428,165
16429,163
16430,103
16431,141
16432,168
16433,172
16434,137
16435,176
16436,176
16437,44
16438,168
16439,32
16440,50
16441,84
16442,130
16443,70
16444,111
16445,158
16446,170
16447,108
16448,159
16449,50
16450,54
16451,148
16452,25
16453,63
16454,163
16455,106
16456,96
16457,171
16458,174
16459,174
16460,79
16461,178
16462,169
16463,44
16464,125
16465,163
16466,164
16467,164
16468,177
16469,152
16470,174
16471,173
16472,53
16473,53
16474,61
16475,169
16476,164
16477,76
16478,161
16479,31
16480,160
16481,39
16482,45
16483,30
16484,30
16485,170
16486,44
16487,52
16488,126
16489,84
16490,93
16491,44
16492,152
16493,187
16494,169
16495,46
16496,98
16497,156
16498,171
16499,166
16500,52
16501,39
16502,30
16503,102
16504,176
16505,167
16506,153
16507,29
16508,32
16509,178
16510,160
16511,30
16512,173
16513,118
16514,34
16515,149
16516,55
16517,154
16518,178
16519,180
16520,76
16521,80
16522,173
16523,87
16524,87
16525,35
16526,153
16527,42
16528,37
16529,119
16530,58
16531,29
16532,120
16533,42
16534,164
16535,173
16536,150
16537,26
16538,172
16539,161
16540,145
16541,39
16542,177
16543,168
16544,135
16545,153
16546,169
16547,40
16548,141
16549,143
16550,178
16551,110
16552,173
16553,170
16554,167
16555,97
16556,148
16557,44
16558,68
16559,33
16560,34
16561,172
16562,97
16563,46
16564,54
16565,46
16566,123
16567,44
16568,154
16569,167
16570,171
16571,39
16572,158
16573,85
16574,40
16575,40
16576,166
16577,53
16578,49
16579,109
16580,177
16581,67
16582,32
16583,57
16584,82
16585,183
16586,168
16587,161
16588,121
16589,176
16590,163
16591,185
16592,53
16593,131
16594,138
16595,41
16596,65
16597,112
16598,157
16599,60
16600,151
16601,33
16602,51
16603,143
16604,119
16605,122
16606,47
16607,127
16608,107
16609,68
16610,132
16611,174
16612,169
16613,175
16614,28
16615,44
16616,180
16617,119
16618,34
16619,162
16620,44
16621,37
16622,165
16623,129
16624,176
16625,133
16626,133
16627,168
16628,60
16629,178
16630,170
16631,156
16632,77
16633,38
16634,140
16635,153
16636,165
16637,149
16638,164
16639,183
16640,69
16641,73
16642,174
16643,172
16644,159
16645,182
16646,152
16647,39
16648,45
16649,31
16650,181
16651,90
16652,167
16653,51
16654,53
16655,161
16656,181
16657,147
16658,63
16659,161
16660,183
16661,52
16662,59
16663,65
16664,36
16665,164
16666,58
16667,81
16668,59
16669,156
16670,40
16671,74
16672,73
16673,174
16674,158
16675,86
16676,166
16677,166
16678,158
16679,170
16680,161
16681,175
16682,175
16683,159
16684,164
16685,176
16686,54
16687,148
16688,46
16689,191
16690,160
16691,142
16692,172
16693,53
16694,165
16695,45
16696,117
16697,79
16698,176
16699,54
16700,44
16701,75
16702,44
16703,80
16704,70
16705,148
16706,29
16707,160
16708,35
16709,131
16710,45
16711,169
16712,143
16713,115
16714,125
16715,52
16716,172
16717,51
16718,51
16719,31
16720,32
16721,147
16722,56
16723,66
16724,169
16725,58
16726,153
16727,51
16728,51
16729,28
16730,59
16731,50
16732,180
16733,35
16734,175
16735,173
16736,49
16737,69
16738,85
16739,73
16740,60
16741,50
16742,47
16743,117
16744,54
16745,133
16746,175
16747,152
16748,47
16749,178
16750,157
16751,50
16752,104
16753,144
16754,61
16755,161
16756,75
16757,41
16758,44
16759,160
16760,164
16761,171
16762,135
16763,56
16764,152
16765,31
16766,148
16767,35
16768,131
16769,37
16770,33
16771,46
16772,45
16773,170
16774,164
16775,172
16776,82
16777,165
16778,121
16779,121
16780,116
16781,45
16782,49
16783,157
16784,33
16785,34
16786,34
16787,46
16788,45
16789,170
16790,177
16791,42
16792,35
16793,158
16794,78
16795,158
16796,156
16797,40
16798,35
16799,134
16800,32
16801,110
16802,77
16803,148
16804,172
16805,155
16806,48
16807,120
16808,158
16809,157
16810,77
16811,61
16812,122
16813,153
16814,40
16815,32
16816,167
16817,167
16818,157
16819,167
16820,136
16821,170
16822,161
16823,157
16824,178
16825,137
16826,193
16827,166
16828,173
16829,62
16830,62
16831,151
16832,127
16833,170
16834,151
16835,173
16836,160
16837,154
16838,176
16839,94
16840,86
16841,173
16842,95
16843,87
16844,160
16845,160
16846,30
16847,164
16848,158
16849,55
16850,155
16851,172
16852,40
16853,124
16854,126
16855,172
16856,55
16857,54
16858,30
16859,164
16860,41
16861,41
16862,50
16863,165
16864,33
16865,139
16866,137
16867,145
16868,164
16869,47
16870,110
16871,179
16872,63
16873,158
16874,121
16875,172
16876,113
16877,43
16878,40
16879,33
16880,183
16881,183
16882,61
16883,151
16884,178
16885,170
16886,64
16887,166
16888,158
16889,147
16890,165
16891,164
16892,38
16893,111
16894,122
16895,47
16896,47
16897,85
16898,56
16899,183
16900,165
16901,50
16902,178
16903,64
16904,29
16905,109
16906,36
16907,149
16908,26
16909,71
16910,126
16911,118
16912,34
16913,158
16914,35
16915,31
16916,131
16917,55
16918,156
16919,135
16920,166
16921,142
16922,105
16923,51
16924,161
16925,125
16926,33
16927,165
16928,163
16929,53
16930,126
16931,45
16932,45
16933,62
16934,43
16935,151
16936,41
16937,42
16938,82
16939,29
16940,137
16941,121
16942,157
16943,172
16944,169
16945,44
16946,115
16947,161
16948,110
16949,34
16950,137
16951,44
16952,156
16953,45
16954,45
16955,48
16956,40
16957,167
16958,162
16959,99
16960,112
16961,172
16962,171
16963,157
16964,55
16965,101
16966,177
16967,89
16968,151
16969,40
16970,31
16971,153
16972,109
16973,162
16974,95
16975,147
16976,27
16977,59
16978,160
16979,73
16980,126
16981,120
16982,141
16983,141
16984,117
16985,164
16986,164
16987,164
16988,58
16989,40
16990,37
16991,48
16992,168
