,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL
6205,L. Sánchez,30,69,$9K,69,$868K,1368
6206,F. Bredlow,22,69,$6K,77,$1.3M,994
6207,J. Bowen,20,69,$7K,82,$2.3M,1729
6208,Y. Takahagi,30,69,$8K,69,$1.1M,1781
6209,Ravanelli,19,69,$12K,77,$1.7M,1796
6210,B. Turner,28,69,$8K,69,$952K,1383
6211,F. N'Ganga,32,69,$10K,69,$644K,1778
6212,A. Bencharki,22,69,$23K,76,$1.7M,1780
6213,N. Schouterden,28,69,$9K,69,$1.2M,1854
6214,B. Ampuero,23,69,$3K,74,$1.3M,1491
6215,M. George,23,69,$8K,75,$1.6M,1640
6216,M. Marić,33,69,$10K,69,$476K,1646
6217,X. Kouassi,27,69,$12K,70,$1.1M,1855
6218,T. Darikwa,25,69,$17K,72,$1.2M,1794
6219,M. Gilks,35,69,$4K,69,$280K,1092
6220,C. Agoste,33,69,$6K,69,$728K,1759
6221,J. Bacuna,19,69,$5K,76,$1.6M,1897
6222,J. Bacuna,19,69,$5K,76,$1.6M,1897
6223,Y. Boli,23,69,$9K,73,$1.6M,1745
6224,G. Agbonlahor,30,69,$25K,69,$1.1M,1705
6225,L. Karaboué,29,69,$4K,69,$1.2M,1796
6226,U. Dávila,26,69,$14K,70,$1.4M,1778
6227,I. Pillud,31,69,$12K,69,$784K,1883
6228,Escassi,28,69,$7K,70,$1.1M,1715
6229,M. Bakić,23,69,$7K,74,$1.6M,1788
6230,P. Sané,25,69,$16K,71,$1.5M,1607
6231,S. Luperto,20,69,$24K,78,$1.6M,1675
6232,F. Niell,34,69,$12K,69,$616K,1850
6233,S. Camara,34,69,$18K,69,$616K,1848
6234,César Soriano,34,69,$7K,69,$336K,1733
6235,G. De Luca,25,69,$18K,71,$1.5M,1737
6236,J. Quiñones,27,69,$1K,71,$1.2M,1389
6237,K. Parks,19,69,$5K,80,$1.9M,1731
6238,C. Peña,27,69,$32K,69,$1.2M,1969
6239,J. Williams,23,69,$28K,73,$1.5M,1752
6240,D. Zbozień,28,69,$5K,69,$924K,1765
6241,A. Djabou,30,69,$24K,69,$1.1M,1658
6242,David Concha,20,69,$14K,81,$2.1M,1672
6243,Miguel Cardoso,23,69,$4K,77,$1.7M,1634
6244,M. Kucharczyk,26,69,$8K,69,$1.3M,1804
6245,M. Havenaar,30,69,$6K,69,$1.1M,1497
6246,F. Bahlouli,22,69,$22K,76,$1.7M,1778
6247,F. Schönheim,30,69,$19K,69,$868K,1817
6248,P. Foden,17,69,$35K,88,$2.3M,1749
6249,D. Holla,29,69,$8K,69,$1.1M,1917
6250,M. Maâzou,28,69,$8K,69,$1.2M,1729
6251,A. Schiavone,24,69,$3K,74,$1.6M,1873
6252,S. Lex,27,69,$17K,69,$1.2M,1694
6253,S. Hierländer,26,69,$14K,69,$1.3M,1888
6254,Kim Won Il,30,69,$4K,69,$868K,1581
6255,O. Altman,23,69,$1K,74,$1.6M,1671
6256,J. Legear,30,69,$9K,69,$1.1M,1809
6257,M. Christiansen,20,69,$11K,78,$1.6M,1810
6258,D. Biondini,34,69,$30K,69,$560K,1883
6259,N. Bahoui,26,69,$7K,69,$1.3M,1705
6260,C. Diandy,26,69,$10K,71,$1.2M,1836
6261,O. McBurnie,21,69,$33K,83,$2.6M,1553
6262,M. Petković,24,69,$27K,74,$1.3M,1740
6263,Cucurella,18,69,$3K,82,$1.8M,1784
6264,L. Montes,31,69,$19K,69,$1M,1926
6265,A. Youga,24,69,$5K,75,$1.4M,1709
6266,C. Araujo,35,69,$6K,69,$258K,1816
6267,J. Garro,24,69,$9K,74,$1.6M,1600
6268,A. Pérez,23,69,$6K,71,$1.2M,1600
6269,T. Sušić,25,69,$9K,71,$1.4M,1901
6270,Lee Yong,30,69,$8K,69,$840K,1844
6271,E. Gnahoré,23,69,$3K,76,$1.6M,1838
6272,M. Zeffane,25,69,$13K,70,$1.1M,1879
6273,M. Zeffane,25,69,$13K,70,$1.1M,1879
6274,D. Cerén,27,69,$5K,69,$980K,1777
6275,Jo Sung Jin,26,69,$6K,70,$1.1M,1552
6276,Antonaldo Laforte,25,69,$21K,69,$1.3M,1668
6277,C. Beck,29,69,$1K,69,$1.2M,1558
6278,F. Acuña,29,69,$7K,69,$1.2M,1721
6279,E. Rivière,27,69,$11K,69,$1.3M,1743
6280,M. Dal Hende,26,69,$18K,69,$1.3M,1944
6281,Yannick Djaló,31,69,$6K,69,$1M,1794
6282,A. Caracciolo,35,69,$3K,69,$532K,1510
6283,E. Assifuah,23,69,$5K,74,$1.6M,1730
6284,L. Robles,30,69,$13K,69,$868K,1827
6285,G. Madine,26,69,$21K,69,$1.3M,1670
6286,R. Stearman,29,69,$26K,69,$924K,1561
6287,G. Barnes,28,69,$7K,69,$1.2M,1819
6288,A. Oukidja,28,69,$12K,70,$952K,1087
6289,Hwang Il Soo,29,69,$6K,69,$1.2M,1689
6290,W. Saïd,22,69,$12K,78,$1.8M,1644
6291,E. Armenteros,31,69,$8K,69,$1M,1825
6292,Paulo Daineiro,33,69,$12K,69,$728K,1712
6293,R. Vincelot,31,69,$9K,69,$1M,1880
6294,D. Williams,24,69,$8K,71,$1.2M,1708
6295,L. Castaldo,35,69,$3K,69,$532K,1589
6296,L. Chiaretti,29,69,$3K,69,$1.2M,1671
6297,M. Mier,26,69,$2K,69,$1.3M,1810
6298,A. Kakuba,26,69,$7K,70,$1.1M,1686
6299,Y. de Lanlay,25,69,$6K,70,$1.4M,1820
6300,J. Gómez,23,69,$6K,73,$1.3M,1842
6301,D. Bassi,32,69,$3K,69,$672K,1098
6302,E. Lichaj,28,69,$18K,69,$924K,1757
6303,Rui Correia,26,69,$7K,70,$1.1M,1486
6304,D. Buzzegoli,34,69,$3K,69,$560K,1942
6305,Zhang Chengdong,28,69,$0,69,$0,1940
6306,B. Paulsen,25,69,$4K,72,$1.2M,1818
6307,H. Magnússon,24,69,$22K,74,$1.3M,1637
6308,E. Godoy,23,69,$8K,76,$1.4M,1555
6309,Shi Ke,24,69,$0,75,$0,1432
6310,Ever Sineiro,29,69,$16K,69,$1.2M,1841
6311,O. Petrák,25,69,$8K,73,$1.3M,1728
6312,N. Maturana,23,69,$5K,74,$1.6M,1773
6313,K. Bua,23,69,$20K,75,$1.6M,1637
6314,M. Nelom,26,69,$10K,70,$1.1M,1959
6315,C. Arango,22,69,$8K,77,$1.8M,1597
6316,B. Sanneh,22,69,$14K,80,$1.8M,1648
6317,C. Lepoint,32,69,$10K,69,$896K,1839
6318,S. Michel,26,69,$1K,69,$1.3M,1759
6319,J. Beckford,33,69,$9K,69,$728K,1687
6320,M. Correia,28,69,$9K,69,$952K,1659
6321,D. Burn,25,69,$8K,71,$1.2M,1501
6322,S. Willems,26,69,$10K,71,$1.2M,1709
6323,A. Ajeti,20,69,$20K,76,$1.7M,1642
6324,A. Ajeti,20,69,$20K,76,$1.7M,1642
6325,Enaldo Paneira,25,69,$18K,69,$1.3M,1580
6326,F. Diabaté,21,69,$30K,80,$2M,1608
6327,L. Agbenyenu,20,69,$7K,77,$1.5M,1801
6328,D. Vaughan,34,69,$17K,69,$364K,1847
6329,Alex,25,69,$4K,70,$1.4M,1772
6330,S. Gallagher,21,69,$38K,80,$2.1M,1790
6331,J. Ielsch,34,69,$12K,69,$336K,1725
6332,N. Hauptmann,21,69,$8K,80,$2M,1728
6333,Caro,24,69,$6K,75,$1.4M,1697
6334,C. Osmanpaşa,29,69,$12K,69,$924K,1536
6335,Felipe Pires,22,69,$18K,74,$1.6M,1655
6336,Renato Rochela,25,69,$11K,69,$1.3M,1667
6337,J. Henry,28,69,$9K,69,$1.2M,1812
6338,L. James,24,69,$6K,74,$1.6M,1667
6339,D. Bain,23,69,$5K,78,$1.6M,1452
6340,J. Lolley,24,69,$17K,72,$1.5M,1759
6341,X. Chavalerin,26,69,$7K,70,$1.4M,1792
6342,R. Cáseres,23,69,$10K,76,$1.7M,1726
6343,L. Köteles,32,69,$11K,69,$672K,1094
6344,V. Sané,27,69,$11K,69,$980K,1663
6345,R. Camacho,26,69,$5K,70,$1.1M,1623
6346,C. Schwegler,33,69,$8K,69,$448K,1776
6347,A. Polo,22,69,$7K,78,$1.8M,1599
6348,R. Brežančić,27,69,$6K,69,$980K,1740
6349,S. Camille,31,69,$6K,69,$784K,1829
6350,Douglas,26,69,$66K,69,$1M,1906
6351,M. Zaracho,19,69,$7K,85,$2.5M,1828
6352,C. Oliveira Souza,21,69,$4K,75,$1.6M,1738
6353,Nano,32,69,$6K,69,$644K,1938
6354,M. Heylen,23,69,$9K,73,$1.3M,1583
6355,G. Díaz,29,69,$10K,69,$896K,1913
6356,Trujillo,29,69,$7K,69,$924K,1570
6357,J. Fjóluson,28,69,$4K,70,$1.1M,1672
6358,B. Al Nakhli,29,69,$23K,69,$924K,1677
6359,J. Vanlerberghe,21,69,$10K,77,$1.5M,1842
6360,L. Villalba,22,69,$11K,74,$1.3M,1810
6361,D. Maresic,17,69,$7K,83,$2.1M,1486
6362,M. Żyro,24,69,$27K,72,$1.5M,1793
6363,L. Vásquez,25,69,$2K,71,$1.2M,1616
6364,S. Salazar,21,69,$2K,79,$1.7M,1564
6365,A. Erdem,28,69,$16K,69,$924K,1736
6366,M. Borjan,29,69,$0,69,$0,1171
6367,A. Al Ruwaili,30,69,$13K,69,$868K,1941
6368,D. Cavaré,22,69,$7K,76,$1.4M,1672
6369,V. Hedenstad,26,69,$5K,70,$1.1M,1850
6370,J. O'Shea,36,69,$5K,69,$157K,1500
6371,J. Smith,22,69,$12K,77,$1.3M,1030
6372,Rubén Alcaraz,26,69,$15K,70,$1.4M,1867
6373,Rômulão Selva,25,69,$10K,69,$1.3M,1676
6374,Bellvis,32,69,$7K,69,$644K,1837
6375,Bellvis,32,69,$7K,69,$644K,1837
6376,E. Torregrossa,25,69,$4K,72,$1.5M,1572
6377,G. Gaudino,20,69,$9K,82,$2.2M,1623
6378,Emu Teixeira,29,69,$25K,69,$1.2M,1844
6379,N. Ninković,22,69,$19K,77,$1.8M,1694
6380,Z. Yavru,25,69,$11K,70,$1.1M,1811
6381,Eber Bessa,25,69,$7K,72,$1.5M,1958
6382,J. Niezgoda,22,69,$7K,78,$1.8M,1610
6383,J. Posavec,21,69,$2K,81,$1.7M,1015
6384,Roberto Soira,33,69,$14K,69,$728K,1600
6385,C. Leitgeb,32,69,$20K,69,$896K,1775
6386,O. Khoblenko,23,69,$7K,76,$1.7M,1596
6387,B. Mokulu,27,69,$4K,69,$1.3M,1679
6388,C. Pinsoglio,27,69,$39K,69,$784K,1062
6389,A. Sadiku,26,69,$16K,70,$1.4M,1620
6390,V. Elm,31,69,$4K,69,$784K,1747
6391,C. Embalo,22,69,$3K,77,$1.7M,1647
6392,H. Robson-Kanu,28,69,$43K,69,$1.2M,1763
6393,C. Aquino,25,69,$9K,71,$1.4M,1784
6394,Calero,21,69,$5K,76,$1.4M,1474
6395,J. Repas,20,69,$12K,80,$2M,1708
6396,S. Napoleoni,31,69,$16K,69,$1M,1606
6397,H. Rodríguez,27,69,$18K,71,$1.2M,1654
6398,J. Mezú,27,69,$2K,69,$1.2M,1823
6399,A. DeLaGarza,29,69,$6K,69,$896K,1845
6400,D. Ivan,22,69,$19K,75,$1.6M,1822
6401,C. Varrault,37,69,$8K,69,$157K,1619
6402,S. Hedlund,24,69,$20K,72,$1.5M,1697
6403,M. Frýdek,25,69,$1K,72,$1.5M,1963
6404,M. Hartel,21,69,$16K,77,$1.7M,1669
6405,H. Reed,22,69,$34K,77,$1.5M,1809
6406,T. Ambrose,20,69,$7K,79,$1.9M,1639
6407,Fede,20,69,$4K,78,$1.6M,1838
6408,F. Cassata,19,69,$17K,80,$1.9M,1657
6409,Kim Shin Wook,29,69,$9K,69,$1.2M,1751
6410,D. Horgan,24,69,$9K,72,$1.5M,1711
6411,D. Pavlovic,29,69,$9K,69,$896K,1829
6412,T. Matthys,33,69,$10K,69,$728K,1926
6413,M. Schäffler,28,69,$1K,69,$1.2M,1640
6414,I. Portnyagin,28,69,$29K,69,$1.2M,1660
6415,N. Saint-Ruf,24,69,$5K,73,$1.3M,1545
6416,M. Welzmüller,27,69,$1K,69,$980K,1800
6417,D. Melo,23,69,$2K,76,$1.2M,1158
6418,Pedro Pereira,19,69,$9K,81,$1.8M,1723
6419,V. Barkas,23,69,$1K,74,$1.1M,1046
6420,Y. Okubo,35,69,$4K,69,$532K,1694
6421,Q. Moll,26,69,$15K,70,$1.1M,1748
6422,A. Contreras,24,69,$7K,74,$1.3M,1598
6423,J. Rodwell,26,69,$8K,69,$1.2M,1936
6424,Juan Carlos,29,69,$5K,70,$924K,1282
6425,M. Riemann,28,69,$10K,69,$840K,1302
6426,M. Riemann,28,69,$10K,69,$840K,1302
6427,Xavi Molina,30,69,$7K,69,$868K,1732
6428,S. Thesker,26,69,$7K,72,$1.2M,1588
6429,Ailton Cardenhas,29,69,$12K,69,$784K,969
6430,E. Cascione,33,69,$3K,69,$700K,1929
6431,C. Martin,28,69,$38K,69,$1.2M,1750
6432,G. Kyei,21,69,$6K,76,$1.7M,1642
6433,G. Montiel,20,69,$10K,81,$1.8M,1720
6434,F. Bolzoni,28,69,$4K,69,$1.2M,1845
6435,M. Kilgallon,33,69,$8K,69,$476K,1502
6436,L. Wahlqvist,20,69,$3K,75,$1.4M,1738
6437,H. Osorio,29,69,$2K,69,$1.2M,1655
6438,Pichu Atienza,27,69,$5K,71,$1.2M,1392
6439,G. Lorenzetti,32,69,$9K,69,$896K,1881
6440,P. Carlgren,25,69,$9K,73,$1.1M,1056
6441,F. Friday,22,69,$7K,75,$1.6M,1621
6442,Kim In Seong,27,69,$6K,69,$1.2M,1643
6443,B. Jradi,23,69,$3K,74,$1.6M,1725
6444,D. Johannesson,23,69,$5K,76,$1.4M,1752
6445,M. Al Shalhoub,36,69,$18K,69,$392K,1675
6446,A. Le Tallec,32,69,$5K,69,$952K,1759
6447,A. Niz,29,69,$9K,69,$924K,1578
6448,A. Avlonitis,27,69,$1K,69,$980K,1570
6449,F. Núñez,38,69,$2K,69,$78K,1230
6450,M. Steinhöfer,31,69,$15K,69,$784K,1906
6451,D. Kolovos,24,69,$9K,74,$1.6M,1718
6452,M. Tahrat,27,69,$14K,70,$1.1M,1548
6453,O. Bayram,25,69,$11K,71,$1.2M,1975
6454,Z. Boucher,25,69,$4K,72,$1M,1181
6455,A. Akaichi,28,69,$27K,69,$1.2M,1663
6456,A. Correa,23,69,$1K,75,$1.4M,1720
6457,L. Mousset,21,69,$32K,77,$1.8M,1631
6458,T. Beermann,26,69,$12K,71,$1.2M,1505
6459,F. Ballo Touré,20,69,$17K,80,$1.8M,1794
6460,P. Kitchen,25,69,$5K,71,$1.2M,1841
6461,A. Taggart,24,69,$7K,74,$1.6M,1738
6462,M. Salvi,23,69,$14K,77,$1.3M,1148
6463,S. Väisänen,23,69,$8K,75,$1.4M,1607
6464,Fábio China,24,69,$5K,72,$1.2M,1691
6465,D. Perquis,31,69,$3K,69,$728K,1118
6466,E. Zelazny,25,69,$11K,72,$1M,994
6467,Fredy,27,69,$6K,69,$1.2M,1732
6468,M. Alexe,27,69,$11K,69,$1.3M,1785
6469,Lee Seul Chan,23,69,$4K,74,$1.3M,1794
6470,K. Narey,22,69,$7K,73,$1.3M,1793
6471,J. Mæhle,20,69,$8K,79,$1.6M,1727
6472,S. Alami,24,69,$5K,73,$1.5M,1701
6473,M. Ciofani,29,69,$3K,69,$896K,1576
6474,J. Minala,20,69,$22K,79,$1.9M,1791
6475,O. Mazuch,28,69,$8K,69,$952K,1452
6476,Nicolas,29,69,$14K,69,$784K,1103
6477,Nicolas,29,69,$14K,69,$784K,1103
6478,I. Blanco,34,69,$9K,69,$616K,1780
6479,A. Kolev,24,69,$4K,74,$1.6M,1757
6480,S. Moore,20,69,$10K,79,$1.6M,1780
6481,J. Glesnes,23,69,$3K,77,$1.5M,1623
6482,J. Spence,27,69,$13K,69,$980K,1739
6483,E. Salli,24,69,$8K,72,$1.5M,1760
6484,S. Dursun,25,69,$11K,71,$1.2M,1659
6485,A. Leya Iseka,19,69,$10K,80,$2M,1620
6486,C. Arrieta,21,69,$1K,77,$1.5M,1730
6487,T. Sekine,22,69,$13K,76,$1.7M,1596
6488,Kwon Soon Hyung,31,69,$5K,69,$1M,1849
6489,Iván González,29,69,$6K,69,$924K,1547
6490,M. Camporese,25,69,$16K,73,$1.3M,1446
6491,Dani Nieto,26,69,$7K,69,$1.3M,1711
6492,S. Kurumaya,25,69,$6K,71,$1.2M,1819
6493,J. Fontaine,28,69,$6K,69,$952K,1781
6494,L. Schmitz,28,69,$17K,69,$924K,1886
6495,J. Williams,29,69,$6K,69,$924K,1711
6496,C. Valenzuela,25,69,$6K,72,$1.5M,1492
6497,R. Strauß,30,69,$12K,69,$840K,1841
6498,F. Gulbrandsen,24,69,$19K,74,$1.6M,1769
6499,Auremir,25,69,$9K,71,$1.2M,1849
6500,H. Belkebla,23,69,$5K,76,$1.6M,1776
6501,A. Kwarasey,29,69,$3K,70,$924K,1219
6502,Cláudio Falcão,22,69,$7K,75,$1.4M,1814
6503,J. Sony Alcenat,31,69,$7K,69,$784K,1849
6504,Z. Yıldırım,26,69,$11K,72,$1.2M,1836
6505,Javi Moyano,31,69,$6K,69,$784K,1786
6506,Olmo,32,69,$5K,69,$672K,1697
6507,J. Thomsen,35,69,$6K,69,$258K,1815
6508,S. Fortès,25,69,$16K,72,$1.2M,1480
6509,J. Carrasso,29,69,$6K,69,$784K,1054
6510,M. Vilhjálmsson,30,69,$6K,69,$1.1M,1824
6511,J. Osorio,25,69,$6K,72,$1.5M,1823
6512,G. Engvall,21,69,$4K,79,$1.9M,1675
6513,M. Stefaniak,22,69,$32K,76,$1.7M,1755
6514,E. Vindegas,33,69,$4K,69,$728K,1762
6515,S. Aytaç,25,69,$11K,72,$1.2M,1821
6516,A. Kalulu,21,69,$27K,78,$1.8M,1703
6517,A. Blanco,29,69,$15K,69,$784K,1121
6518,J. Butterfield,27,69,$34K,70,$1.3M,1802
6519,M. Kone,25,69,$16K,71,$1.5M,1686
6520,A. Kamara,24,69,$4K,74,$1.6M,1644
6521,M. Schneuwly,32,69,$15K,69,$952K,1789
6522,D. Tonucci,28,69,$3K,69,$952K,1513
6523,I. Vetokele,25,69,$10K,71,$1.5M,1760
6524,N. Zaytsev,28,69,$14K,70,$1.1M,1628
6525,A. Mitryushkin,21,69,$7K,81,$1.7M,1105
6526,B. Sagredo,28,69,$4K,69,$1.2M,1720
6527,B. Véjar,21,69,$4K,77,$1.7M,1846
6528,B. Véjar,21,69,$4K,77,$1.7M,1846
6529,I. Tomečak,27,69,$14K,69,$980K,1908
6530,J. van den Bergh,30,69,$9K,69,$840K,1724
6531,C. Tainmont,31,69,$10K,69,$1M,1816
6532,U. Vitas,24,69,$8K,73,$1.3M,1654
6533,K. Árnason,34,69,$6K,69,$364K,1645
6534,Dorado,34,69,$7K,69,$364K,1516
6535,D. Llanos,27,69,$6K,69,$1.3M,1695
6536,J. Caicedo,27,69,$3K,69,$1.3M,1633
6537,F. Bellocq,23,69,$11K,74,$1.3M,1822
6538,M. Normann,21,69,$5K,77,$1.7M,1896
6539,C. Keita,20,69,$13K,80,$1.8M,1699
6540,A. De Sart,20,69,$7K,76,$1.6M,1881
6541,S. Hain,28,69,$1K,69,$1.2M,1637
6542,K. Kraus,24,69,$10K,73,$1.3M,1466
6543,L. Del Prete,31,69,$3K,69,$784K,1789
6544,J. Vigón,25,69,$14K,71,$1.4M,1858
6545,J. Carreño,20,69,$4K,77,$1.7M,1844
6546,P. Erras,22,69,$7K,78,$1.6M,1456
6547,E. Kangwa,24,69,$16K,72,$1.5M,1771
6548,J. Ruiz,23,69,$13K,74,$1.6M,1649
6549,Juan Domínguez,27,69,$5K,70,$1.1M,1865
6550,J. Jones,22,69,$5K,77,$1.7M,1665
6551,J. Güemez,25,69,$8K,72,$1.5M,1973
6552,J. Rassoul,21,69,$7K,77,$1.5M,1684
6553,L. Mendoza,27,69,$14K,69,$1.2M,1808
6554,L. Jutkiewicz,28,69,$22K,69,$1.2M,1718
6555,G. Molins,28,69,$1K,69,$1.2M,1717
6556,P. Abrahamsson,28,69,$3K,69,$840K,1126
6557,K. Stewart,23,69,$7K,73,$1.3M,1787
6558,A. Barberis,23,69,$8K,74,$1.6M,1792
6559,S. Rochet,24,69,$6K,73,$1.1M,1149
6560,J. Dompé Diarra,21,69,$9K,77,$1.7M,1811
6561,D. Barbona,22,69,$7K,77,$1.7M,1744
6562,J. Clément,32,69,$5K,69,$672K,1805
6563,V. Salazar,24,69,$11K,73,$1.3M,1769
6564,D. Diamantakos,24,69,$12K,72,$1.5M,1742
6565,D. Watmore,23,69,$7K,74,$1.6M,1709
6566,R. Zapata,38,69,$2K,69,$78K,1169
6567,D. Davis,26,69,$19K,70,$1.4M,1958
6568,A. Mbengue,23,69,$12K,76,$1.4M,1728
6569,G. Mancini,21,69,$12K,78,$1.6M,1457
6570,Flávio Rebeilo,25,69,$10K,69,$1M,1768
6571,L. Kübler,24,69,$13K,72,$1.2M,1727
6572,G. Jourdren,31,69,$4K,69,$728K,1109
6573,S. Ekramy,33,69,$0,69,$0,1148
6574,Kim Jin Hyeon,29,69,$4K,69,$784K,1143
6575,P. Bauer,24,69,$7K,76,$1.4M,1520
6576,R. Bezus,26,69,$9K,70,$1.4M,1751
6577,B. Assou-Ekotto,33,69,$9K,69,$448K,1937
6578,S. Cuthbert,30,69,$13K,69,$868K,1463
6579,S. Cuthbert,30,69,$13K,69,$868K,1463
6580,I. Firer,32,69,$7K,69,$952K,1654
6581,Wang Dalei,28,69,$0,69,$0,1236
6582,Matheus Sávio,20,69,$5K,81,$2.1M,1702
6583,A. Pilkington,29,69,$22K,69,$1.2M,1829
6584,T. Levels,30,69,$14K,69,$840K,1729
6585,F. Tardieu,25,69,$6K,71,$1.2M,1838
6586,B. Khuzwayo,27,69,$1K,72,$980K,1081
6587,K. Peterson,22,69,$8K,74,$1.6M,1725
6588,C. Rigamonti,30,69,$7K,69,$756K,1119
6589,T. Serbest,23,69,$12K,74,$1.3M,1764
6590,M. Araujo,22,69,$0,74,$0,1567
6591,S. Lammers,20,69,$9K,79,$1.9M,1632
6592,P. Türpitz,25,69,$1K,70,$1.4M,1762
6593,A. Blondell,23,69,$6K,76,$1.7M,1638
6594,J. Fuentes,22,69,$4K,79,$1.7M,1802
6595,R. Pich,28,69,$6K,69,$1.2M,1662
6596,B. Kuscevic,21,69,$4K,79,$1.7M,1632
6597,F. Grondoña,29,69,$3K,69,$1.2M,1793
6598,S. Darbion,33,69,$15K,69,$728K,1907
6599,L. Pirard,22,69,$5K,74,$1.1M,1045
6600,C. Knasmüllner,25,69,$8K,72,$1.5M,1742
6601,Nuno Rocha,25,69,$14K,72,$1.5M,1759
6602,R. Krauße,23,69,$1K,72,$1.3M,1708
6603,V. Luchkevych,21,69,$9K,75,$1.6M,1820
6604,T. Kirschbaum,30,69,$7K,69,$756K,1010
6605,A. Pintér,29,69,$9K,69,$924K,1684
6606,S. Bahoken,25,69,$16K,72,$1.5M,1529
6607,G. Hall,25,69,$17K,71,$1.2M,1539
6608,D. Bakar,28,69,$6K,69,$1.2M,1784
6609,J. Grahl,28,69,$13K,69,$840K,1102
6610,M. Trotta,24,69,$29K,73,$1.6M,1653
6611,S. Aluko,28,69,$26K,69,$1.2M,1780
6612,Y. Murillo,24,69,$3K,71,$1.2M,1725
6613,F. Brorsson,21,69,$4K,76,$1.4M,1544
6614,Jonathan Pereira,30,69,$9K,69,$1.1M,1679
6615,J. Savarino,20,69,$5K,79,$1.9M,1753
6616,A. Mantovani,33,69,$4K,69,$476K,1620
6617,F. Ballas,24,69,$8K,73,$1.3M,1353
6618,Felipe Macedo,23,69,$5K,75,$1.4M,1445
6619,J. Attamah,23,69,$13K,74,$1.3M,1715
6620,J. Aguirre,30,69,$4K,69,$1.1M,1772
6621,A. Vural,26,69,$8K,71,$980K,1144
6622,M. Roberts,26,69,$17K,71,$1.2M,1429
6623,S. Hlanti,27,69,$0,69,$0,1643
6624,Fran Beltrán,18,69,$4K,79,$1.5M,1765
6625,C. Schneuwly,29,69,$9K,69,$1.2M,1790
6626,Vítor Bruno,27,69,$6K,69,$980K,1932
6627,A. Lukić,23,69,$6K,77,$1.5M,1416
6628,P. Calandria,35,69,$4K,69,$532K,1675
6629,Ricardo Ryller,23,69,$7K,76,$1.6M,1828
6630,Ricardo Ryller,23,69,$7K,76,$1.6M,1828
6631,N. Giannetti,26,69,$33K,70,$1.4M,1691
6632,D. Petratos,24,69,$3K,74,$1.6M,1884
6633,J. Green,22,69,$14K,76,$1.7M,1667
6634,D. Kumbela,33,69,$18K,69,$728K,1776
6635,R. Köse,29,69,$8K,69,$784K,1098
6636,V. Galiulin,29,69,$16K,69,$1.2M,1840
6637,Sergi Palencia,21,69,$4K,77,$1.5M,1800
6638,V. Kostevych,24,69,$6K,74,$1.3M,1812
6639,V. Lampropoulos,27,69,$1K,69,$980K,1662
6640,J. Toral,22,69,$7K,74,$1.6M,1773
6641,B. van Hintum,30,69,$7K,69,$840K,1864
6642,Y. Musavu-King,25,69,$15K,71,$1.2M,1512
6643,G. Rodríguez,32,69,$11K,69,$644K,1850
6644,A. Bono,23,69,$4K,75,$1.2M,1165
6645,M. Haïdara,24,69,$30K,72,$1.2M,1811
6646,J. Holt,24,69,$28K,73,$1.5M,1876
6647,I. Runje,26,69,$7K,70,$1.1M,1403
6648,M. Diagne,25,69,$11K,72,$1.5M,1482
6649,Pol Llonch,24,69,$5K,74,$1.3M,1859
6650,B. Rabello,23,69,$13K,75,$1.6M,1782
6651,S. Doukara,25,69,$13K,72,$1.5M,1615
6652,T. Qalinge,25,69,$1K,70,$1.4M,1616
6653,I. Jebali,25,69,$5K,72,$1.5M,1726
6654,B. Angoua,30,69,$14K,69,$868K,1550
6655,A. Bernardini,30,69,$4K,69,$868K,1524
6656,J. Kabananga,28,69,$27K,69,$1.2M,1629
6657,N. Verdier,30,69,$11K,69,$1.1M,1718
6658,David Raya,21,69,$5K,79,$1.5M,1153
6659,R. Echeverría,22,69,$7K,78,$1.6M,1777
6660,S. Limbombe,26,69,$10K,69,$1.3M,1726
6661,K. Galanopoulos,19,69,$1K,82,$2.2M,1804
6662,M. Madisha,22,69,$0,77,$0,1684
6663,Javi Álamo,28,69,$7K,69,$924K,1780
6664,C. O'Dowda,22,69,$24K,78,$1.8M,1702
6665,D. Monsalve,33,69,$2K,69,$476K,1369
6666,Brian Oliván,23,69,$5K,76,$1.4M,1846
6667,E. Remedi,22,69,$8K,79,$1.7M,1768
6668,P. Tsintotas,19,69,$1K,77,$1.2M,1029
6669,M. Ponce,28,69,$31K,69,$924K,1851
6670,G. Galitsios,30,69,$8K,69,$840K,1762
6671,F. Semb Berge,27,69,$4K,71,$1.2M,1577
6672,J. De la Cuesta,34,69,$2K,69,$364K,1657
6673,K. Karami,27,69,$7K,69,$980K,1767
6674,L. Bénes,19,69,$12K,83,$2.5M,1747
6675,R. Faty,30,69,$11K,69,$868K,1718
6676,G. McCleary,30,69,$25K,69,$1.1M,1862
6677,A. Matthews,25,69,$7K,72,$1.2M,1887
6678,J. Uronen,22,69,$9K,75,$1.4M,1881
6679,A. Traustason,24,69,$4K,72,$1.5M,1840
6680,K. Schindler,23,69,$8K,74,$1.6M,1749
6681,K. Schindler,23,69,$8K,74,$1.6M,1749
6682,A. Bodzek,31,69,$16K,69,$784K,1795
6683,Aníbal Capela,26,69,$3K,71,$1.2M,1486
6684,M. Kolke,26,69,$1K,73,$1.1M,1128
6685,Borja Herrera,24,69,$10K,74,$1.3M,1842
6686,Sami,28,69,$10K,69,$1.2M,1778
