,Composure
14194,54
14195,53
14196,61
14197,53
14198,44
14199,54
14200,50
14201,60
14202,55
14203,49
14204,50
14205,51
14206,29
14207,56
14208,56
14209,62
14210,61
14211,65
14212,22
14213,56
14214,51
14215,58
14216,34
14217,58
14218,33
14219,56
14220,67
14221,49
14222,55
14223,53
14224,30
14225,58
14226,63
14227,51
14228,61
14229,61
14230,41
14231,58
14232,48
14233,48
14234,51
14235,34
14236,48
14237,61
14238,50
14239,65
14240,66
14241,53
14242,59
14243,55
14244,64
14245,55
14246,41
14247,60
14248,58
14249,61
14250,53
14251,43
14252,54
14253,57
14254,29
14255,58
14256,30
14257,58
14258,42
14259,58
14260,58
14261,34
14262,60
14263,60
14264,51
14265,50
14266,55
14267,50
14268,47
14269,46
14270,51
14271,34
14272,49
14273,55
14274,58
14275,43
14276,56
14277,42
14278,28
14279,60
14280,60
14281,52
14282,44
14283,43
14284,50
14285,54
14286,46
14287,57
14288,47
14289,55
14290,52
14291,55
14292,61
14293,53
14294,56
14295,42
14296,57
14297,11
14298,63
14299,51
14300,54
14301,55
14302,57
14303,54
14304,58
14305,48
14306,58
14307,43
14308,53
14309,36
14310,52
14311,51
14312,34
14313,52
14314,52
14315,54
14316,53
14317,45
14318,49
14319,62
14320,60
14321,55
14322,61
14323,56
14324,29
14325,56
14326,15
14327,55
14328,63
14329,56
14330,18
14331,18
14332,59
14333,59
14334,53
14335,52
14336,65
14337,54
14338,58
14339,51
14340,55
14341,48
14342,32
14343,54
14344,22
14345,57
14346,47
14347,48
14348,65
14349,60
14350,52
14351,60
14352,53
14353,61
14354,51
14355,29
14356,52
14357,57
14358,55
14359,41
14360,58
14361,55
14362,58
14363,56
14364,42
14365,28
14366,37
14367,52
14368,60
14369,44
14370,50
14371,58
14372,60
14373,56
14374,28
14375,46
14376,34
14377,55
14378,56
14379,60
14380,60
14381,56
14382,56
14383,53
14384,52
14385,28
14386,58
14387,52
14388,60
14389,60
14390,64
14391,50
14392,45
14393,52
14394,55
14395,53
14396,51
14397,50
14398,51
14399,36
14400,44
14401,42
14402,41
14403,58
14404,47
14405,42
14406,58
14407,47
14408,32
14409,23
14410,47
14411,60
14412,61
14413,47
14414,41
14415,42
14416,66
14417,41
14418,51
14419,41
14420,29
14421,22
14422,54
14423,54
14424,51
14425,47
14426,52
14427,55
14428,54
14429,59
14430,58
14431,48
14432,56
14433,56
14434,42
14435,51
14436,53
14437,27
14438,52
14439,49
14440,61
14441,56
14442,61
14443,57
14444,54
14445,51
14446,27
14447,65
14448,54
14449,47
14450,55
14451,55
14452,50
14453,52
14454,42
14455,53
14456,61
14457,30
14458,51
14459,12
14460,54
14461,56
14462,56
14463,32
14464,58
14465,52
14466,36
14467,56
14468,56
14469,51
14470,57
14471,59
14472,58
14473,25
14474,43
14475,51
14476,50
14477,55
14478,22
14479,55
14480,48
14481,62
14482,58
14483,52
14484,52
14485,55
14486,45
14487,39
14488,51
14489,58
14490,46
14491,59
14492,48
14493,55
14494,58
14495,52
14496,58
14497,53
14498,62
14499,63
14500,46
14501,53
14502,55
14503,37
14504,37
14505,56
14506,64
14507,60
14508,31
14509,66
14510,60
14511,39
14512,47
14513,33
14514,55
14515,31
14516,56
14517,60
14518,64
14519,70
14520,54
14521,59
14522,53
14523,66
14524,52
14525,43
14526,49
14527,53
14528,59
14529,48
14530,66
14531,65
14532,40
14533,27
14534,57
14535,57
14536,26
14537,60
14538,49
14539,26
14540,21
14541,56
14542,49
14543,33
14544,49
14545,63
14546,54
14547,55
14548,54
14549,65
14550,56
14551,60
14552,51
14553,58
14554,47
14555,41
14556,42
14557,51
14558,48
14559,60
14560,46
14561,58
14562,55
14563,56
14564,25
14565,49
14566,55
14567,56
14568,60
14569,53
14570,55
14571,51
14572,42
14573,51
14574,56
14575,43
14576,47
14577,63
14578,55
14579,54
14580,52
14581,43
14582,60
14583,59
14584,68
14585,50
14586,50
14587,49
14588,60
14589,46
14590,46
14591,60
14592,56
14593,61
14594,54
14595,56
14596,53
14597,52
14598,54
14599,63
14600,41
14601,65
14602,49
14603,56
14604,56
14605,43
14606,37
14607,75
14608,59
14609,39
14610,57
14611,52
14612,52
14613,45
14614,59
14615,55
14616,50
14617,48
14618,34
14619,58
14620,64
14621,55
14622,41
14623,54
14624,41
14625,52
14626,33
14627,56
14628,60
14629,51
14630,46
14631,58
14632,51
14633,65
14634,43
14635,62
14636,55
14637,55
14638,42
14639,55
14640,48
14641,52
14642,62
14643,54
14644,57
14645,51
14646,57
14647,52
14648,32
14649,24
14650,46
14651,37
14652,50
14653,50
14654,58
14655,60
14656,48
14657,64
14658,60
14659,52
14660,38
14661,53
14662,66
14663,20
14664,54
14665,64
14666,57
14667,42
14668,50
14669,40
14670,63
14671,57
14672,52
14673,57
14674,34
14675,47
14676,57
14677,52
14678,48
14679,58
14680,47
14681,60
14682,49
14683,56
14684,37
14685,55
14686,58
14687,46
14688,46
14689,67
14690,36
14691,53
14692,50
14693,48
14694,50
14695,49
14696,49
14697,38
14698,53
14699,55
14700,52
14701,58
14702,53
14703,58
14704,38
14705,61
14706,60
14707,42
14708,41
14709,57
14710,64
14711,51
14712,35
14713,60
14714,53
14715,47
14716,59
14717,53
14718,67
14719,45
14720,59
14721,51
14722,41
14723,42
14724,50
14725,56
14726,53
14727,58
14728,55
14729,52
14730,59
14731,53
14732,70
14733,60
14734,60
14735,58
14736,51
14737,49
14738,54
14739,54
14740,48
14741,59
14742,49
14743,50
14744,65
14745,58
14746,55
14747,55
14748,58
14749,36
14750,33
14751,56
14752,62
14753,35
14754,51
14755,31
14756,55
14757,54
14758,57
14759,33
14760,45
14761,51
14762,51
14763,60
14764,46
14765,46
14766,50
14767,22
14768,46
14769,52
14770,43
14771,53
14772,28
14773,52
14774,48
14775,46
14776,52
14777,60
14778,59
14779,43
14780,41
14781,41
14782,40
14783,33
14784,40
14785,41
14786,50
14787,62
14788,45
14789,53
14790,53
14791,56
14792,51
14793,45
14794,56
14795,55
14796,29
14797,57
14798,63
14799,48
14800,60
14801,50
14802,54
14803,47
14804,54
14805,51
14806,42
14807,49
14808,42
14809,38
14810,56
14811,37
14812,58
14813,53
14814,65
14815,32
14816,53
14817,50
14818,59
14819,52
14820,54
14821,57
14822,55
14823,44
14824,48
14825,54
14826,61
14827,41
14828,52
14829,53
14830,53
14831,58
14832,64
14833,26
14834,50
14835,46
14836,22
14837,58
14838,21
14839,48
14840,61
14841,61
14842,38
14843,45
14844,53
14845,52
14846,53
14847,34
14848,58
14849,45
14850,57
14851,43
14852,53
14853,56
14854,56
14855,28
14856,52
14857,53
14858,52
14859,54
14860,54
14861,54
14862,55
14863,50
14864,62
14865,54
14866,43
14867,53
14868,62
14869,55
14870,55
14871,51
14872,42
14873,53
14874,51
14875,53
14876,57
14877,30
14878,41
14879,56
14880,62
14881,60
14882,30
14883,55
14884,53
14885,61
14886,50
14887,50
14888,60
14889,52
14890,46
14891,39
14892,39
14893,53
14894,36
14895,53
14896,62
14897,58
14898,56
14899,50
14900,45
14901,59
14902,65
14903,59
14904,43
14905,56
14906,42
14907,60
14908,46
14909,50
14910,28
14911,22
14912,43
14913,55
14914,62
14915,55
14916,59
14917,52
14918,68
14919,50
14920,58
14921,55
14922,51
14923,47
14924,22
14925,36
14926,44
14927,51
14928,55
14929,46
14930,54
14931,50
14932,55
14933,59
14934,47
14935,54
14936,51
14937,57
14938,40
14939,44
14940,54
14941,53
14942,43
14943,43
14944,48
14945,56
14946,49
14947,46
14948,58
14949,55
14950,54
14951,57
14952,48
14953,51
14954,55
14955,40
14956,30
14957,42
14958,50
14959,62
14960,64
14961,29
14962,56
14963,46
14964,48
14965,57
14966,56
14967,55
14968,54
14969,62
14970,53
14971,58
14972,29
14973,51
14974,49
14975,59
14976,55
14977,50
14978,48
14979,57
14980,57
14981,48
14982,64
14983,58
14984,38
14985,49
14986,57
14987,50
14988,53
14989,53
14990,56
14991,59
14992,52
14993,51
14994,51
14995,58
14996,46
14997,49
14998,50
14999,49
15000,41
15001,24
15002,51
15003,55
15004,61
15005,49
15006,22
15007,61
15008,56
15009,22
15010,48
15011,52
15012,39
15013,28
15014,52
15015,47
15016,53
15017,55
15018,57
15019,44
15020,58
15021,56
15022,60
15023,54
15024,45
15025,51
15026,56
15027,64
15028,45
15029,54
15030,50
15031,27
15032,53
15033,63
15034,55
15035,46
15036,33
15037,62
15038,31
15039,55
15040,42
15041,54
15042,58
15043,35
15044,33
15045,33
15046,36
15047,46
15048,53
15049,52
15050,49
15051,52
15052,34
15053,53
15054,51
15055,53
15056,53
15057,59
15058,36
15059,60
15060,53
15061,50
15062,55
15063,60
15064,55
15065,62
15066,47
15067,51
15068,60
15069,36
15070,48
15071,51
15072,58
15073,49
15074,49
15075,43
15076,49
15077,49
15078,48
15079,55
15080,44
15081,23
15082,52
15083,57
15084,68
15085,32
15086,32
15087,60
15088,43
15089,55
15090,56
15091,47
15092,57
15093,54
15094,32
15095,43
15096,43
15097,60
15098,32
15099,51
15100,50
15101,29
15102,50
15103,51
15104,44
15105,45
15106,53
15107,54
15108,37
15109,49
15110,59
15111,47
15112,36
15113,42
15114,60
15115,45
15116,59
15117,50
15118,47
15119,57
15120,55
15121,49
15122,35
15123,40
15124,23
15125,58
15126,52
15127,26
15128,34
15129,50
15130,52
15131,54
15132,64
15133,26
15134,23
15135,54
15136,55
15137,61
15138,60
15139,63
15140,56
15141,52
15142,49
15143,38
15144,59
15145,59
15146,51
15147,51
15148,50
15149,48
15150,45
15151,41
15152,49
15153,44
15154,47
15155,58
15156,31
15157,53
15158,53
15159,45
15160,61
15161,51
15162,60
15163,48
15164,55
15165,52
15166,58
15167,53
15168,45
15169,50
15170,57
15171,57
15172,50
15173,62
15174,51
15175,31
15176,21
15177,41
15178,64
15179,55
15180,54
15181,52
15182,44
15183,51
15184,49
15185,50
15186,54
15187,56
15188,70
15189,34
15190,66
15191,61
15192,57
15193,50
15194,49
15195,58
15196,36
15197,54
15198,54
15199,54
15200,50
15201,55
15202,41
15203,57
15204,24
15205,53
15206,42
15207,49
15208,57
15209,62
15210,29
15211,57
15212,62
15213,56
15214,57
15215,51
15216,51
15217,52
15218,48
15219,50
15220,56
15221,46
15222,60
15223,51
15224,55
15225,54
15226,52
15227,36
15228,54
15229,60
15230,60
15231,52
15232,59
15233,40
15234,46
15235,51
15236,53
15237,36
15238,45
15239,58
15240,59
15241,57
15242,47
15243,60
15244,31
15245,49
15246,52
15247,54
15248,37
15249,37
15250,49
15251,55
15252,46
15253,47
15254,51
15255,62
15256,51
15257,27
15258,59
15259,35
15260,50
15261,49
15262,63
15263,49
15264,37
15265,56
15266,60
15267,50
15268,37
15269,59
15270,49
15271,53
15272,65
15273,36
15274,58
15275,24
15276,46
15277,61
15278,25
15279,59
15280,59
15281,25
15282,55
15283,54
15284,58
15285,60
15286,56
15287,49
15288,60
15289,54
15290,44
15291,46
15292,45
15293,57
15294,23
15295,41
15296,31
15297,55
15298,59
15299,60
15300,60
15301,56
15302,59
15303,36
15304,48
15305,41
15306,55
15307,54
15308,51
15309,53
15310,58
15311,65
15312,59
15313,51
15314,32
15315,53
15316,58
15317,68
15318,65
15319,47
15320,27
15321,71
15322,39
15323,56
15324,50
15325,51
15326,21
15327,42
15328,34
15329,64
15330,52
15331,47
15332,55
15333,34
15334,50
15335,51
15336,59
15337,54
15338,55
15339,45
15340,59
15341,50
15342,29
15343,50
15344,39
15345,45
15346,55
15347,60
15348,37
15349,54
15350,53
15351,53
15352,53
15353,27
15354,47
15355,55
15356,56
15357,44
15358,43
15359,52
15360,49
15361,53
15362,45
15363,56
15364,49
15365,59
15366,58
15367,54
15368,43
15369,58
15370,60
15371,56
15372,45
15373,63
15374,55
15375,57
15376,43
15377,61
15378,59
15379,52
15380,34
15381,49
15382,53
15383,29
15384,58
15385,54
15386,27
15387,50
15388,51
15389,51
15390,55
15391,60
15392,42
15393,49
15394,49
15395,52
15396,48
15397,50
15398,49
15399,53
15400,47
15401,62
15402,62
15403,24
15404,53
15405,62
15406,53
15407,51
15408,50
15409,49
15410,24
15411,50
15412,52
15413,50
15414,39
15415,52
15416,44
15417,47
15418,32
15419,52
15420,55
15421,50
15422,52
15423,48
15424,49
15425,56
15426,52
15427,63
15428,28
15429,47
15430,53
15431,28
15432,59
15433,44
15434,65
15435,38
15436,44
15437,55
15438,53
15439,50
15440,49
15441,38
15442,50
15443,48
15444,30
15445,63
15446,43
15447,54
15448,52
15449,58
15450,50
15451,36
15452,45
15453,45
15454,50
15455,55
15456,54
15457,50
15458,51
15459,64
15460,44
15461,55
15462,52
15463,50
15464,58
15465,48
15466,55
15467,52
15468,41
15469,39
15470,45
15471,48
15472,50
15473,55
15474,49
15475,53
15476,51
15477,50
15478,56
15479,56
15480,52
15481,54
15482,57
15483,46
15484,50
15485,37
15486,48
15487,60
15488,25
15489,55
15490,52
15491,48
15492,46
15493,37
15494,50
15495,58
15496,54
15497,52
15498,42
15499,47
15500,46
15501,55
15502,57
15503,40
15504,40
15505,55
15506,25
15507,37
15508,50
15509,49
15510,67
15511,51
15512,51
15513,30
15514,51
15515,45
15516,42
15517,23
15518,35
15519,49
15520,53
15521,59
15522,51
15523,57
15524,52
15525,60
15526,43
15527,45
15528,51
15529,33
15530,51
15531,49
15532,25
15533,57
15534,53
15535,55
15536,36
15537,44
15538,49
15539,50
15540,53
15541,53
15542,42
15543,36
15544,22
15545,49
15546,50
15547,51
15548,58
15549,50
15550,46
15551,53
15552,58
15553,28
15554,59
15555,59
15556,43
15557,19
15558,39
15559,54
15560,39
15561,55
15562,54
15563,43
15564,22
15565,58
15566,53
15567,43
15568,55
15569,18
15570,48
15571,61
15572,38
15573,50
15574,36
15575,51
15576,51
15577,53
15578,45
15579,32
15580,33
15581,49
15582,55
15583,42
15584,50
15585,57
15586,59
15587,56
15588,56
15589,41
15590,35
15591,51
15592,55
15593,45
15594,70
15595,55
15596,56
15597,54
15598,57
15599,54
15600,49
15601,55
15602,48
15603,60
15604,50
15605,50
15606,50
15607,31
15608,34
15609,31
15610,49
15611,43
15612,34
15613,58
15614,52
15615,48
15616,44
15617,49
15618,46
15619,54
15620,45
15621,58
15622,51
15623,47
15624,41
15625,62
15626,55
15627,67
15628,56
15629,36
15630,52
15631,58
15632,28
15633,62
15634,64
15635,59
15636,48
15637,40
15638,59
15639,55
15640,58
15641,55
15642,61
15643,49
15644,52
15645,50
15646,43
15647,40
15648,60
15649,52
15650,62
15651,48
15652,65
15653,44
15654,56
15655,52
15656,29
15657,29
15658,51
15659,57
15660,55
15661,59
15662,52
15663,53
15664,51
15665,28
15666,53
15667,33
15668,53
15669,33
15670,52
15671,59
15672,41
15673,49
15674,56
15675,62
15676,49
15677,32
15678,59
15679,54
15680,45
15681,48
15682,41
15683,26
15684,53
15685,55
15686,50
15687,61
15688,53
15689,55
15690,40
15691,23
15692,57
15693,55
15694,53
15695,18
15696,52
15697,45
15698,51
15699,31
15700,63
15701,61
15702,52
15703,58
15704,29
15705,50
15706,58
15707,39
15708,39
15709,42
15710,56
15711,41
15712,48
15713,41
15714,56
15715,48
15716,52
15717,46
15718,57
15719,60
15720,50
15721,40
15722,54
15723,52
15724,55
15725,50
15726,56
15727,51
15728,52
15729,50
15730,57
15731,34
15732,40
15733,21
15734,30
15735,65
15736,60
15737,49
15738,51
15739,43
15740,54
15741,54
15742,61
15743,49
15744,53
15745,43
15746,54
15747,52
15748,58
15749,50
15750,58
15751,50
15752,52
15753,58
15754,49
15755,50
15756,50
15757,35
15758,54
15759,54
15760,49
15761,42
15762,58
15763,52
15764,57
15765,38
15766,37
15767,51
15768,36
15769,55
15770,43
15771,27
15772,51
15773,47
15774,57
15775,59
15776,49
15777,49
15778,52
15779,36
15780,28
15781,40
15782,55
15783,55
15784,54
15785,43
15786,59
15787,61
15788,56
15789,50
15790,53
15791,51
15792,53
15793,46
15794,45
15795,46
15796,21
15797,26
15798,39
15799,47
15800,55
15801,54
15802,59
15803,41
15804,42
15805,51
15806,48
15807,52
15808,48
15809,49
15810,49
15811,50
15812,47
15813,61
15814,48
15815,56
15816,56
15817,60
15818,50
15819,42
15820,29
15821,34
15822,46
15823,50
15824,52
15825,51
15826,41
15827,31
15828,58
15829,56
15830,28
15831,61
15832,58
15833,50
15834,57
15835,42
15836,57
15837,54
15838,54
15839,45
15840,50
15841,58
15842,43
15843,41
15844,40
15845,26
15846,49
15847,38
15848,45
15849,50
15850,57
15851,53
15852,52
15853,49
15854,59
15855,37
15856,54
15857,45
15858,40
15859,55
15860,53
15861,53
15862,35
15863,49
15864,55
15865,27
15866,45
15867,58
15868,57
15869,32
15870,54
15871,61
15872,55
15873,60
15874,49
15875,31
15876,58
15877,55
15878,46
15879,55
15880,39
15881,42
15882,24
15883,53
15884,54
15885,42
15886,45
15887,60
15888,55
15889,21
15890,26
15891,52
15892,51
15893,60
15894,56
15895,55
15896,47
15897,44
15898,57
15899,47
15900,25
15901,48
15902,59
15903,52
15904,55
15905,44
15906,29
15907,59
15908,48
15909,51
15910,24
15911,59
15912,59
15913,48
15914,54
15915,50
15916,45
15917,47
15918,58
15919,54
15920,49
15921,51
15922,49
15923,51
15924,39
15925,49
15926,64
15927,48
15928,50
15929,47
15930,32
15931,48
15932,61
15933,38
15934,60
15935,51
15936,51
15937,52
15938,55
15939,27
15940,49
15941,54
15942,58
15943,58
15944,50
15945,52
15946,47
15947,46
15948,44
15949,47
15950,42
15951,52
15952,61
15953,41
15954,33
15955,43
15956,58
15957,24
15958,48
15959,43
15960,41
15961,52
15962,26
15963,26
15964,49
15965,28
15966,62
15967,50
15968,55
15969,31
15970,56
15971,36
15972,49
15973,54
15974,60
15975,47
15976,60
15977,58
15978,42
15979,52
15980,49
15981,43
15982,52
15983,40
15984,56
15985,53
15986,32
15987,47
15988,42
15989,57
15990,38
15991,34
15992,61
15993,29
15994,43
15995,58
15996,47
15997,50
15998,47
15999,50
16000,55
16001,43
16002,50
16003,51
16004,39
16005,45
16006,26
16007,55
16008,30
16009,21
16010,36
16011,48
16012,52
16013,58
16014,58
16015,46
16016,30
16017,55
16018,54
16019,43
16020,58
16021,25
16022,50
16023,43
16024,50
16025,43
16026,44
16027,65
16028,48
16029,64
16030,55
16031,52
16032,21
16033,50
16034,38
16035,43
16036,52
16037,42
16038,47
16039,48
16040,44
16041,51
16042,32
16043,47
16044,27
16045,53
16046,44
16047,46
16048,39
16049,28
16050,40
16051,63
16052,56
16053,28
16054,47
16055,51
16056,59
16057,24
16058,41
16059,64
16060,55
16061,50
16062,48
16063,41
16064,22
16065,22
16066,54
16067,53
16068,45
16069,46
16070,44
16071,52
16072,44
16073,50
16074,52
16075,53
16076,56
16077,54
16078,41
16079,24
16080,53
16081,55
16082,52
16083,48
16084,18
16085,42
16086,49
16087,23
16088,45
16089,29
16090,38
16091,46
16092,39
16093,23
16094,62
16095,59
16096,48
16097,30
16098,48
16099,60
16100,52
16101,49
16102,55
16103,52
16104,44
16105,52
16106,52
16107,49
16108,61
16109,45
16110,32
16111,31
16112,38
16113,39
16114,52
16115,57
16116,57
16117,47
16118,43
16119,40
16120,45
16121,48
16122,41
16123,55
16124,64
16125,30
16126,30
16127,62
16128,23
16129,42
16130,55
16131,51
16132,38
16133,29
16134,46
16135,45
16136,52
16137,53
16138,49
16139,57
16140,52
16141,41
16142,52
16143,32
16144,44
16145,25
16146,35
16147,46
16148,57
16149,52
16150,49
16151,48
16152,54
16153,42
16154,38
16155,55
16156,36
16157,53
16158,42
16159,49
16160,60
16161,51
16162,45
16163,49
16164,52
16165,46
16166,45
16167,45
16168,38
16169,55
16170,57
16171,53
16172,37
16173,49
16174,60
16175,50
16176,45
16177,39
16178,54
16179,51
16180,35
16181,51
16182,47
16183,47
16184,47
16185,56
16186,51
16187,50
16188,55
16189,53
16190,63
16191,31
16192,54
16193,51
16194,44
16195,24
16196,52
16197,65
16198,19
16199,60
16200,71
16201,52
16202,27
16203,54
16204,30
16205,37
16206,55
16207,36
16208,52
16209,46
16210,44
16211,45
16212,39
16213,48
16214,48
16215,43
16216,51
16217,49
16218,49
16219,58
16220,37
16221,48
16222,33
16223,41
16224,58
16225,33
16226,51
16227,48
16228,50
16229,48
16230,54
16231,52
16232,24
16233,53
16234,38
16235,60
16236,54
16237,47
16238,58
16239,46
16240,53
16241,46
16242,47
16243,47
16244,48
16245,57
16246,34
16247,52
16248,29
16249,43
16250,47
16251,46
16252,52
16253,54
16254,40
16255,51
16256,55
16257,39
16258,50
16259,55
16260,44
16261,51
16262,33
16263,56
16264,44
16265,49
16266,49
16267,53
16268,48
16269,48
16270,34
16271,30
16272,61
16273,58
16274,35
16275,46
16276,48
16277,60
16278,48
16279,31
16280,52
16281,44
16282,56
16283,65
16284,51
16285,49
16286,45
16287,53
16288,56
16289,49
16290,53
16291,22
16292,57
16293,55
16294,50
16295,48
16296,53
16297,57
16298,55
16299,54
16300,45
16301,55
16302,45
16303,45
16304,62
16305,50
16306,41
16307,49
16308,32
16309,50
16310,29
16311,49
16312,38
16313,46
16314,46
16315,51
16316,55
16317,57
16318,25
16319,56
16320,56
16321,38
16322,29
16323,49
16324,38
16325,52
16326,46
16327,62
16328,55
16329,20
16330,38
16331,47
16332,52
16333,35
16334,60
16335,55
16336,49
16337,52
16338,62
16339,52
16340,58
16341,58
16342,55
16343,29
16344,50
16345,47
16346,57
16347,48
16348,50
16349,64
16350,64
16351,46
16352,49
16353,45
16354,38
16355,50
16356,44
16357,55
16358,49
16359,53
16360,51
16361,55
16362,54
16363,29
16364,47
16365,55
16366,46
16367,54
16368,38
16369,52
16370,55
16371,55
16372,55
16373,64
16374,49
16375,35
16376,58
16377,47
16378,45
16379,44
16380,22
16381,51
16382,35
16383,29
16384,40
16385,47
16386,38
16387,29
16388,56
16389,59
16390,47
16391,36
16392,42
16393,43
16394,48
16395,57
16396,44
16397,40
16398,53
16399,61
16400,57
16401,52
16402,55
16403,55
16404,49
16405,49
16406,61
16407,47
16408,44
16409,46
16410,37
16411,56
16412,31
16413,47
16414,47
16415,45
16416,37
16417,57
16418,51
16419,49
16420,38
16421,59
16422,59
16423,32
16424,47
16425,57
16426,39
16427,63
16428,57
16429,51
16430,58
16431,43
16432,47
16433,45
16434,43
16435,54
16436,40
16437,28
16438,46
16439,39
16440,23
16441,50
16442,58
16443,42
16444,43
16445,55
16446,55
16447,57
16448,57
16449,43
16450,48
16451,63
16452,13
16453,54
16454,44
16455,57
16456,60
16457,57
16458,57
16459,46
16460,60
16461,56
16462,52
16463,47
16464,52
16465,57
16466,53
16467,40
16468,49
16469,60
16470,48
16471,47
16472,48
16473,48
16474,38
16475,52
16476,53
16477,46
16478,49
16479,22
16480,46
16481,21
16482,45
16483,22
16484,36
16485,44
16486,40
16487,63
16488,55
16489,51
16490,57
16491,54
16492,48
16493,41
16494,47
16495,29
16496,41
16497,52
16498,51
16499,44
16500,47
16501,50
16502,31
16503,53
16504,36
16505,57
16506,41
16507,35
16508,28
16509,48
16510,49
16511,37
16512,46
16513,50
16514,31
16515,42
16516,49
16517,46
16518,47
16519,45
16520,47
16521,50
16522,40
16523,49
16524,49
16525,32
16526,41
16527,50
16528,40
16529,55
16530,47
16531,37
16532,44
16533,58
16534,50
16535,34
16536,49
16537,32
16538,45
16539,49
16540,56
16541,46
16542,55
16543,41
16544,57
16545,58
16546,43
16547,52
16548,51
16549,50
16550,47
16551,46
16552,43
16553,51
16554,63
16555,54
16556,60
16557,53
16558,42
16559,35
16560,33
16561,42
16562,46
16563,24
16564,54
16565,22
16566,42
16567,53
16568,48
16569,44
16570,46
16571,37
16572,54
16573,56
16574,57
16575,57
16576,39
16577,47
16578,27
16579,46
16580,40
16581,47
16582,30
16583,47
16584,49
16585,40
16586,44
16587,46
16588,60
16589,47
16590,57
16591,47
16592,37
16593,46
16594,40
16595,48
16596,39
16597,55
16598,57
16599,43
16600,59
16601,31
16602,45
16603,46
16604,47
16605,45
16606,56
16607,40
16608,57
16609,45
16610,60
16611,46
16612,44
16613,44
16614,33
16615,42
16616,48
16617,51
16618,31
16619,42
16620,60
16621,37
16622,46
16623,35
16624,40
16625,55
16626,55
16627,48
16628,52
16629,41
16630,45
16631,33
16632,48
16633,44
16634,46
16635,45
16636,46
16637,51
16638,47
16639,54
16640,49
16641,56
16642,54
16643,52
16644,39
16645,42
16646,54
16647,51
16648,57
16649,54
16650,42
16651,60
16652,34
16653,52
16654,55
16655,40
16656,50
16657,37
16658,48
16659,44
16660,37
16661,54
16662,36
16663,54
16664,48
16665,44
16666,49
16667,54
16668,61
16669,44
16670,46
16671,52
16672,43
16673,31
16674,37
16675,55
16676,45
16677,45
16678,48
16679,47
16680,53
16681,58
16682,59
16683,53
16684,52
16685,49
16686,23
16687,57
16688,24
16689,41
16690,55
16691,50
16692,73
16693,26
16694,48
16695,31
16696,57
16697,54
16698,36
16699,51
16700,41
16701,42
16702,48
16703,47
16704,51
16705,55
16706,35
16707,48
16708,25
16709,44
16710,41
16711,31
16712,56
16713,44
16714,58
16715,26
16716,60
16717,47
16718,22
16719,35
16720,29
16721,54
16722,57
16723,60
16724,44
16725,52
16726,42
16727,52
16728,52
16729,22
16730,51
16731,43
16732,46
16733,28
16734,35
16735,48
16736,44
16737,36
16738,50
16739,49
16740,46
16741,41
16742,48
16743,57
16744,48
16745,45
16746,63
16747,50
16748,47
16749,43
16750,69
16751,47
16752,52
16753,60
16754,51
16755,36
16756,53
16757,27
16758,40
16759,57
16760,38
16761,51
16762,49
16763,31
16764,46
16765,31
16766,56
16767,21
16768,51
16769,41
16770,27
16771,49
16772,30
16773,47
16774,51
16775,43
16776,48
16777,55
16778,51
16779,51
16780,42
16781,49
16782,50
16783,48
16784,22
16785,26
16786,23
16787,30
16788,48
16789,56
16790,38
16791,37
16792,35
16793,47
16794,38
16795,47
16796,32
16797,23
16798,28
16799,54
16800,33
16801,56
16802,52
16803,50
16804,48
16805,43
16806,24
16807,59
16808,45
16809,45
16810,46
16811,48
16812,57
16813,40
16814,43
16815,25
16816,45
16817,35
16818,58
16819,33
16820,60
16821,52
16822,54
16823,46
16824,41
16825,59
16826,40
16827,48
16828,53
16829,51
16830,51
16831,31
16832,59
16833,46
16834,58
16835,40
16836,59
16837,53
16838,41
16839,45
16840,47
16841,50
16842,44
16843,44
16844,43
16845,47
16846,22
16847,25
16848,46
16849,34
16850,60
16851,56
16852,48
16853,43
16854,45
16855,47
16856,23
16857,26
16858,39
16859,39
16860,49
16861,44
16862,55
16863,52
16864,33
16865,58
16866,46
16867,60
16868,41
16869,49
16870,48
16871,34
16872,42
16873,41
16874,57
16875,48
16876,47
16877,46
16878,44
16879,41
16880,47
16881,47
16882,41
16883,45
16884,43
16885,41
16886,46
16887,44
16888,59
16889,41
16890,46
16891,41
16892,25
16893,53
16894,52
16895,24
16896,28
16897,42
16898,46
16899,56
16900,53
16901,24
16902,51
16903,41
16904,24
16905,50
16906,45
16907,66
16908,22
16909,52
16910,41
16911,41
16912,23
16913,50
16914,31
16915,29
16916,40
16917,51
16918,46
16919,53
16920,34
16921,49
16922,40
16923,27
16924,45
16925,45
16926,25
16927,46
16928,47
16929,57
16930,58
16931,38
16932,38
16933,61
16934,57
16935,46
16936,49
16937,44
16938,49
16939,15
16940,52
16941,50
16942,42
16943,44
16944,45
16945,45
16946,48
16947,57
16948,49
16949,34
16950,48
16951,28
16952,49
16953,50
16954,49
16955,48
16956,23
16957,37
16958,52
16959,45
16960,49
16961,50
16962,48
16963,36
16964,54
16965,56
16966,56
16967,50
16968,45
16969,31
16970,22
16971,53
16972,53
16973,45
16974,49
16975,34
16976,25
16977,56
16978,41
16979,52
16980,48
16981,55
16982,48
16983,48
16984,56
16985,44
16986,36
16987,43
16988,51
16989,48
16990,24
16991,52
16992,42
