,Balance
14194,54
14195,59
14196,85
14197,72
14198,78
14199,68
14200,78
14201,49
14202,69
14203,51
14204,70
14205,60
14206,42
14207,57
14208,79
14209,79
14210,68
14211,75
14212,23
14213,69
14214,48
14215,73
14216,54
14217,67
14218,51
14219,72
14220,44
14221,68
14222,83
14223,66
14224,39
14225,76
14226,71
14227,69
14228,60
14229,60
14230,77
14231,90
14232,38
14233,57
14234,66
14235,29
14236,65
14237,72
14238,77
14239,93
14240,91
14241,53
14242,73
14243,80
14244,60
14245,87
14246,47
14247,85
14248,71
14249,70
14250,69
14251,32
14252,40
14253,58
14254,54
14255,37
14256,53
14257,72
14258,64
14259,57
14260,76
14261,39
14262,66
14263,66
14264,55
14265,76
14266,49
14267,56
14268,67
14269,39
14270,53
14271,41
14272,87
14273,68
14274,62
14275,63
14276,74
14277,68
14278,59
14279,66
14280,66
14281,73
14282,62
14283,73
14284,87
14285,71
14286,68
14287,64
14288,69
14289,59
14290,69
14291,69
14292,67
14293,70
14294,33
14295,49
14296,66
14297,64
14298,84
14299,70
14300,49
14301,69
14302,57
14303,68
14304,82
14305,66
14306,66
14307,67
14308,81
14309,51
14310,76
14311,78
14312,26
14313,71
14314,74
14315,77
14316,63
14317,71
14318,59
14319,73
14320,70
14321,72
14322,69
14323,66
14324,33
14325,61
14326,54
14327,66
14328,64
14329,62
14330,51
14331,51
14332,76
14333,76
14334,62
14335,68
14336,70
14337,45
14338,42
14339,72
14340,51
14341,74
14342,48
14343,32
14344,33
14345,65
14346,66
14347,67
14348,50
14349,91
14350,53
14351,71
14352,85
14353,78
14354,63
14355,51
14356,69
14357,92
14358,79
14359,75
14360,69
14361,92
14362,50
14363,62
14364,66
14365,23
14366,68
14367,65
14368,82
14369,70
14370,65
14371,83
14372,42
14373,82
14374,42
14375,63
14376,41
14377,77
14378,66
14379,61
14380,71
14381,58
14382,58
14383,72
14384,79
14385,39
14386,39
14387,44
14388,65
14389,73
14390,65
14391,82
14392,66
14393,70
14394,62
14395,78
14396,56
14397,73
14398,53
14399,37
14400,50
14401,53
14402,25
14403,50
14404,72
14405,68
14406,68
14407,64
14408,77
14409,39
14410,90
14411,62
14412,58
14413,77
14414,82
14415,66
14416,78
14417,50
14418,55
14419,60
14420,28
14421,43
14422,69
14423,58
14424,62
14425,48
14426,70
14427,78
14428,92
14429,78
14430,33
14431,77
14432,56
14433,56
14434,57
14435,81
14436,64
14437,40
14438,57
14439,53
14440,80
14441,89
14442,72
14443,71
14444,67
14445,69
14446,35
14447,60
14448,42
14449,57
14450,67
14451,85
14452,67
14453,93
14454,51
14455,61
14456,25
14457,48
14458,54
14459,16
14460,53
14461,52
14462,76
14463,47
14464,63
14465,78
14466,50
14467,80
14468,84
14469,80
14470,62
14471,73
14472,57
14473,56
14474,60
14475,75
14476,72
14477,81
14478,48
14479,54
14480,86
14481,78
14482,64
14483,61
14484,61
14485,48
14486,86
14487,73
14488,55
14489,59
14490,74
14491,56
14492,64
14493,61
14494,22
14495,77
14496,79
14497,73
14498,65
14499,61
14500,64
14501,71
14502,71
14503,42
14504,65
14505,81
14506,61
14507,74
14508,54
14509,84
14510,67
14511,66
14512,57
14513,44
14514,59
14515,51
14516,49
14517,74
14518,81
14519,90
14520,54
14521,70
14522,44
14523,59
14524,72
14525,65
14526,65
14527,79
14528,61
14529,59
14530,65
14531,67
14532,65
14533,27
14534,58
14535,58
14536,21
14537,75
14538,72
14539,52
14540,25
14541,76
14542,54
14543,41
14544,78
14545,79
14546,76
14547,69
14548,62
14549,62
14550,61
14551,74
14552,83
14553,66
14554,73
14555,51
14556,65
14557,73
14558,49
14559,64
14560,74
14561,44
14562,68
14563,70
14564,40
14565,51
14566,57
14567,64
14568,69
14569,65
14570,67
14571,59
14572,71
14573,68
14574,70
14575,81
14576,61
14577,80
14578,61
14579,62
14580,58
14581,60
14582,58
14583,65
14584,53
14585,69
14586,69
14587,66
14588,85
14589,82
14590,64
14591,70
14592,54
14593,76
14594,79
14595,52
14596,60
14597,59
14598,73
14599,72
14600,44
14601,56
14602,83
14603,70
14604,77
14605,66
14606,58
14607,62
14608,68
14609,64
14610,70
14611,60
14612,59
14613,63
14614,63
14615,75
14616,64
14617,73
14618,72
14619,61
14620,48
14621,69
14622,73
14623,67
14624,65
14625,65
14626,49
14627,49
14628,83
14629,66
14630,57
14631,67
14632,71
14633,79
14634,65
14635,67
14636,67
14637,67
14638,58
14639,67
14640,51
14641,70
14642,70
14643,64
14644,46
14645,79
14646,73
14647,62
14648,44
14649,46
14650,70
14651,56
14652,55
14653,67
14654,74
14655,58
14656,54
14657,65
14658,73
14659,63
14660,25
14661,60
14662,49
14663,17
14664,67
14665,44
14666,47
14667,77
14668,64
14669,51
14670,72
14671,74
14672,60
14673,69
14674,75
14675,74
14676,57
14677,62
14678,72
14679,56
14680,89
14681,57
14682,73
14683,68
14684,46
14685,59
14686,70
14687,55
14688,55
14689,56
14690,78
14691,71
14692,70
14693,71
14694,58
14695,81
14696,53
14697,44
14698,42
14699,85
14700,74
14701,55
14702,63
14703,69
14704,64
14705,64
14706,66
14707,75
14708,43
14709,72
14710,78
14711,70
14712,67
14713,57
14714,78
14715,57
14716,63
14717,57
14718,82
14719,59
14720,68
14721,52
14722,62
14723,39
14724,75
14725,33
14726,75
14727,70
14728,82
14729,64
14730,73
14731,70
14732,49
14733,60
14734,66
14735,64
14736,55
14737,72
14738,64
14739,64
14740,65
14741,67
14742,68
14743,72
14744,74
14745,63
14746,51
14747,61
14748,54
14749,37
14750,24
14751,69
14752,66
14753,50
14754,61
14755,51
14756,77
14757,71
14758,58
14759,48
14760,46
14761,76
14762,59
14763,77
14764,63
14765,57
14766,71
14767,47
14768,72
14769,62
14770,54
14771,54
14772,51
14773,80
14774,66
14775,51
14776,73
14777,70
14778,64
14779,31
14780,52
14781,48
14782,38
14783,24
14784,62
14785,63
14786,30
14787,51
14788,72
14789,66
14790,66
14791,68
14792,64
14793,60
14794,59
14795,71
14796,50
14797,64
14798,74
14799,59
14800,72
14801,73
14802,75
14803,70
14804,71
14805,55
14806,66
14807,80
14808,44
14809,55
14810,83
14811,60
14812,53
14813,65
14814,73
14815,65
14816,69
14817,67
14818,55
14819,81
14820,60
14821,89
14822,49
14823,66
14824,68
14825,64
14826,80
14827,55
14828,81
14829,63
14830,61
14831,50
14832,81
14833,62
14834,67
14835,43
14836,49
14837,72
14838,52
14839,51
14840,82
14841,82
14842,56
14843,66
14844,64
14845,64
14846,59
14847,38
14848,64
14849,62
14850,67
14851,86
14852,70
14853,74
14854,75
14855,23
14856,53
14857,76
14858,70
14859,79
14860,58
14861,62
14862,68
14863,80
14864,72
14865,66
14866,67
14867,73
14868,65
14869,60
14870,55
14871,53
14872,59
14873,40
14874,68
14875,62
14876,44
14877,38
14878,54
14879,74
14880,66
14881,87
14882,29
14883,66
14884,72
14885,60
14886,65
14887,75
14888,63
14889,62
14890,72
14891,45
14892,45
14893,65
14894,50
14895,75
14896,73
14897,74
14898,68
14899,50
14900,35
14901,62
14902,67
14903,60
14904,55
14905,73
14906,66
14907,61
14908,72
14909,72
14910,55
14911,37
14912,27
14913,60
14914,83
14915,82
14916,65
14917,74
14918,67
14919,58
14920,58
14921,91
14922,69
14923,79
14924,48
14925,66
14926,60
14927,67
14928,65
14929,55
14930,65
14931,63
14932,57
14933,72
14934,65
14935,69
14936,77
14937,46
14938,45
14939,67
14940,69
14941,73
14942,68
14943,68
14944,59
14945,64
14946,46
14947,62
14948,66
14949,74
14950,76
14951,68
14952,64
14953,70
14954,51
14955,90
14956,55
14957,62
14958,60
14959,72
14960,64
14961,55
14962,68
14963,64
14964,80
14965,49
14966,64
14967,57
14968,48
14969,57
14970,70
14971,63
14972,40
14973,77
14974,63
14975,84
14976,59
14977,65
14978,56
14979,63
14980,73
14981,50
14982,72
14983,62
14984,63
14985,68
14986,58
14987,73
14988,82
14989,60
14990,78
14991,55
14992,68
14993,56
14994,56
14995,60
14996,69
14997,64
14998,63
14999,70
15000,40
15001,33
15002,68
15003,70
15004,69
15005,64
15006,53
15007,88
15008,49
15009,39
15010,60
15011,67
15012,58
15013,38
15014,71
15015,79
15016,65
15017,81
15018,64
15019,60
15020,86
15021,63
15022,62
15023,55
15024,77
15025,49
15026,44
15027,51
15028,51
15029,65
15030,79
15031,57
15032,68
15033,71
15034,83
15035,70
15036,71
15037,77
15038,40
15039,64
15040,46
15041,68
15042,51
15043,60
15044,31
15045,31
15046,35
15047,67
15048,64
15049,64
15050,60
15051,54
15052,78
15053,65
15054,86
15055,75
15056,43
15057,58
15058,35
15059,56
15060,56
15061,68
15062,69
15063,65
15064,61
15065,62
15066,74
15067,71
15068,51
15069,61
15070,67
15071,66
15072,58
15073,57
15074,60
15075,79
15076,56
15077,63
15078,79
15079,61
15080,55
15081,22
15082,57
15083,72
15084,65
15085,26
15086,29
15087,65
15088,68
15089,68
15090,68
15091,55
15092,76
15093,79
15094,47
15095,71
15096,71
15097,89
15098,72
15099,61
15100,49
15101,54
15102,73
15103,62
15104,59
15105,72
15106,52
15107,79
15108,70
15109,77
15110,51
15111,58
15112,78
15113,44
15114,54
15115,68
15116,81
15117,45
15118,54
15119,70
15120,56
15121,61
15122,49
15123,68
15124,50
15125,65
15126,68
15127,37
15128,39
15129,60
15130,53
15131,53
15132,70
15133,39
15134,65
15135,61
15136,58
15137,63
15138,71
15139,75
15140,75
15141,58
15142,79
15143,51
15144,81
15145,82
15146,71
15147,71
15148,65
15149,51
15150,72
15151,54
15152,60
15153,70
15154,64
15155,76
15156,54
15157,43
15158,80
15159,53
15160,77
15161,62
15162,69
15163,78
15164,71
15165,66
15166,81
15167,72
15168,55
15169,57
15170,58
15171,57
15172,60
15173,62
15174,64
15175,57
15176,28
15177,67
15178,63
15179,81
15180,75
15181,73
15182,71
15183,70
15184,70
15185,46
15186,78
15187,78
15188,79
15189,68
15190,65
15191,60
15192,84
15193,37
15194,78
15195,78
15196,44
15197,72
15198,72
15199,69
15200,61
15201,59
15202,72
15203,69
15204,41
15205,70
15206,70
15207,80
15208,82
15209,81
15210,21
15211,69
15212,66
15213,70
15214,65
15215,67
15216,78
15217,92
15218,72
15219,77
15220,70
15221,66
15222,64
15223,62
15224,58
15225,75
15226,67
15227,46
15228,68
15229,80
15230,69
15231,90
15232,47
15233,44
15234,48
15235,62
15236,72
15237,58
15238,88
15239,75
15240,70
15241,70
15242,68
15243,66
15244,37
15245,69
15246,73
15247,55
15248,67
15249,67
15250,51
15251,69
15252,63
15253,60
15254,64
15255,58
15256,52
15257,32
15258,55
15259,50
15260,62
15261,62
15262,87
15263,68
15264,55
15265,70
15266,73
15267,58
15268,45
15269,65
15270,75
15271,70
15272,51
15273,84
15274,54
15275,56
15276,81
15277,68
15278,60
15279,63
15280,60
15281,49
15282,59
15283,47
15284,48
15285,67
15286,54
15287,67
15288,65
15289,53
15290,62
15291,26
15292,59
15293,82
15294,26
15295,59
15296,47
15297,78
15298,52
15299,61
15300,61
15301,63
15302,67
15303,67
15304,78
15305,67
15306,68
15307,61
15308,66
15309,69
15310,60
15311,68
15312,79
15313,65
15314,27
15315,70
15316,83
15317,75
15318,62
15319,60
15320,39
15321,53
15322,60
15323,44
15324,62
15325,73
15326,25
15327,68
15328,31
15329,85
15330,72
15331,52
15332,54
15333,47
15334,67
15335,76
15336,59
15337,54
15338,61
15339,59
15340,79
15341,52
15342,33
15343,69
15344,69
15345,78
15346,81
15347,71
15348,42
15349,76
15350,71
15351,71
15352,65
15353,36
15354,53
15355,84
15356,56
15357,65
15358,75
15359,62
15360,54
15361,31
15362,79
15363,54
15364,65
15365,70
15366,72
15367,77
15368,30
15369,63
15370,70
15371,75
15372,54
15373,72
15374,58
15375,69
15376,49
15377,74
15378,65
15379,66
15380,80
15381,63
15382,75
15383,26
15384,61
15385,54
15386,25
15387,54
15388,59
15389,69
15390,65
15391,60
15392,47
15393,82
15394,39
15395,72
15396,51
15397,84
15398,70
15399,61
15400,43
15401,71
15402,71
15403,46
15404,77
15405,79
15406,68
15407,36
15408,35
15409,69
15410,44
15411,77
15412,75
15413,62
15414,66
15415,57
15416,60
15417,68
15418,42
15419,54
15420,64
15421,62
15422,61
15423,61
15424,65
15425,70
15426,49
15427,63
15428,36
15429,82
15430,74
15431,41
15432,75
15433,55
15434,69
15435,63
15436,55
15437,66
15438,78
15439,89
15440,76
15441,72
15442,71
15443,75
15444,42
15445,74
15446,62
15447,59
15448,57
15449,72
15450,86
15451,31
15452,56
15453,56
15454,60
15455,70
15456,69
15457,72
15458,68
15459,68
15460,76
15461,61
15462,61
15463,64
15464,73
15465,69
15466,59
15467,69
15468,65
15469,51
15470,66
15471,83
15472,75
15473,77
15474,64
15475,70
15476,52
15477,53
15478,62
15479,62
15480,57
15481,77
15482,64
15483,66
15484,68
15485,53
15486,77
15487,78
15488,52
15489,65
15490,59
15491,79
15492,48
15493,55
15494,65
15495,80
15496,61
15497,67
15498,89
15499,56
15500,68
15501,44
15502,75
15503,74
15504,74
15505,70
15506,53
15507,35
15508,76
15509,67
15510,52
15511,75
15512,88
15513,34
15514,75
15515,70
15516,79
15517,57
15518,43
15519,61
15520,63
15521,58
15522,47
15523,72
15524,57
15525,54
15526,71
15527,54
15528,75
15529,42
15530,71
15531,66
15532,45
15533,76
15534,65
15535,76
15536,63
15537,52
15538,77
15539,71
15540,66
15541,60
15542,61
15543,44
15544,33
15545,78
15546,72
15547,72
15548,62
15549,73
15550,68
15551,77
15552,53
15553,57
15554,81
15555,81
15556,66
15557,54
15558,63
15559,58
15560,69
15561,67
15562,82
15563,52
15564,38
15565,36
15566,72
15567,38
15568,75
15569,48
15570,55
15571,50
15572,80
15573,72
15574,63
15575,54
15576,64
15577,57
15578,68
15579,56
15580,42
15581,55
15582,48
15583,78
15584,75
15585,68
15586,74
15587,67
15588,68
15589,45
15590,59
15591,62
15592,61
15593,92
15594,76
15595,60
15596,67
15597,68
15598,66
15599,63
15600,82
15601,51
15602,64
15603,76
15604,54
15605,53
15606,53
15607,45
15608,80
15609,32
15610,60
15611,64
15612,45
15613,71
15614,65
15615,64
15616,68
15617,84
15618,77
15619,75
15620,55
15621,58
15622,66
15623,66
15624,43
15625,73
15626,73
15627,68
15628,58
15629,76
15630,62
15631,63
15632,38
15633,67
15634,70
15635,84
15636,62
15637,48
15638,55
15639,50
15640,88
15641,82
15642,89
15643,69
15644,68
15645,77
15646,59
15647,36
15648,65
15649,80
15650,80
15651,67
15652,84
15653,65
15654,65
15655,65
15656,46
15657,46
15658,64
15659,45
15660,62
15661,59
15662,18
15663,78
15664,65
15665,38
15666,51
15667,22
15668,68
15669,46
15670,75
15671,63
15672,72
15673,76
15674,61
15675,63
15676,60
15677,31
15678,61
15679,77
15680,74
15681,77
15682,69
15683,39
15684,71
15685,72
15686,58
15687,52
15688,65
15689,84
15690,65
15691,44
15692,78
15693,52
15694,38
15695,31
15696,64
15697,64
15698,67
15699,39
15700,75
15701,64
15702,74
15703,71
15704,29
15705,75
15706,66
15707,58
15708,58
15709,66
15710,77
15711,73
15712,74
15713,50
15714,71
15715,85
15716,72
15717,75
15718,62
15719,76
15720,43
15721,45
15722,67
15723,64
15724,76
15725,64
15726,73
15727,66
15728,66
15729,70
15730,78
15731,66
15732,58
15733,36
15734,38
15735,78
15736,59
15737,48
15738,76
15739,43
15740,56
15741,65
15742,59
15743,65
15744,74
15745,70
15746,49
15747,91
15748,70
15749,64
15750,61
15751,66
15752,64
15753,64
15754,80
15755,67
15756,68
15757,60
15758,70
15759,70
15760,82
15761,80
15762,65
15763,76
15764,41
15765,76
15766,74
15767,63
15768,48
15769,71
15770,73
15771,44
15772,73
15773,63
15774,62
15775,82
15776,65
15777,74
15778,72
15779,34
15780,35
15781,74
15782,79
15783,78
15784,52
15785,55
15786,76
15787,70
15788,55
15789,61
15790,49
15791,63
15792,52
15793,53
15794,61
15795,69
15796,41
15797,51
15798,77
15799,64
15800,78
15801,62
15802,85
15803,76
15804,62
15805,62
15806,61
15807,56
15808,72
15809,67
15810,67
15811,56
15812,54
15813,75
15814,65
15815,72
15816,72
15817,62
15818,76
15819,71
15820,42
15821,32
15822,64
15823,62
15824,53
15825,68
15826,76
15827,46
15828,65
15829,68
15830,58
15831,76
15832,70
15833,76
15834,75
15835,76
15836,55
15837,65
15838,69
15839,74
15840,73
15841,76
15842,63
15843,74
15844,72
15845,46
15846,65
15847,69
15848,62
15849,58
15850,44
15851,65
15852,60
15853,80
15854,71
15855,82
15856,56
15857,76
15858,66
15859,63
15860,82
15861,82
15862,59
15863,44
15864,47
15865,57
15866,50
15867,52
15868,76
15869,51
15870,69
15871,65
15872,69
15873,54
15874,62
15875,63
15876,88
15877,70
15878,70
15879,58
15880,55
15881,65
15882,50
15883,65
15884,73
15885,65
15886,71
15887,77
15888,63
15889,41
15890,33
15891,72
15892,54
15893,59
15894,47
15895,70
15896,69
15897,75
15898,71
15899,83
15900,57
15901,62
15902,38
15903,63
15904,77
15905,70
15906,40
15907,82
15908,77
15909,63
15910,47
15911,70
15912,70
15913,64
15914,28
15915,87
15916,84
15917,78
15918,67
15919,58
15920,62
15921,61
15922,78
15923,68
15924,68
15925,75
15926,92
15927,70
15928,62
15929,83
15930,32
15931,62
15932,70
15933,56
15934,61
15935,52
15936,58
15937,57
15938,72
15939,49
15940,90
15941,63
15942,55
15943,71
15944,77
15945,69
15946,58
15947,72
15948,38
15949,62
15950,58
15951,64
15952,52
15953,63
15954,47
15955,54
15956,66
15957,49
15958,60
15959,65
15960,80
15961,78
15962,42
15963,42
15964,62
15965,18
15966,61
15967,69
15968,74
15969,45
15970,51
15971,22
15972,61
15973,72
15974,65
15975,65
15976,67
15977,66
15978,62
15979,60
15980,56
15981,70
15982,59
15983,71
15984,88
15985,43
15986,52
15987,57
15988,68
15989,72
15990,39
15991,48
15992,59
15993,49
15994,70
15995,85
15996,69
15997,60
15998,71
15999,84
16000,85
16001,55
16002,55
16003,66
16004,59
16005,63
16006,50
16007,80
16008,50
16009,33
16010,46
16011,49
16012,55
16013,76
16014,76
16015,68
16016,30
16017,81
16018,83
16019,75
16020,42
16021,21
16022,70
16023,67
16024,55
16025,56
16026,39
16027,77
16028,62
16029,71
16030,50
16031,59
16032,23
16033,84
16034,47
16035,80
16036,77
16037,78
16038,89
16039,76
16040,25
16041,69
16042,46
16043,73
16044,28
16045,60
16046,80
16047,68
16048,39
16049,50
16050,86
16051,73
16052,77
16053,37
16054,50
16055,64
16056,73
16057,47
16058,47
16059,51
16060,60
16061,56
16062,72
16063,71
16064,30
16065,30
16066,64
16067,55
16068,75
16069,66
16070,71
16071,65
16072,80
16073,50
16074,69
16075,76
16076,72
16077,53
16078,74
16079,29
16080,61
16081,79
16082,65
16083,68
16084,29
16085,56
16086,64
16087,42
16088,79
16089,40
16090,39
16091,55
16092,65
16093,22
16094,31
16095,51
16096,63
16097,25
16098,48
16099,63
16100,74
16101,70
16102,54
16103,60
16104,33
16105,39
16106,46
16107,62
16108,63
16109,73
16110,26
16111,48
16112,61
16113,48
16114,47
16115,61
16116,61
16117,73
16118,72
16119,51
16120,24
16121,82
16122,63
16123,56
16124,71
16125,26
16126,56
16127,69
16128,33
16129,41
16130,67
16131,81
16132,70
16133,45
16134,57
16135,72
16136,70
16137,65
16138,50
16139,61
16140,56
16141,81
16142,70
16143,23
16144,78
16145,47
16146,60
16147,64
16148,64
16149,73
16150,75
16151,68
16152,60
16153,76
16154,55
16155,69
16156,81
16157,81
16158,86
16159,80
16160,79
16161,86
16162,79
16163,48
16164,93
16165,67
16166,66
16167,66
16168,50
16169,76
16170,55
16171,66
16172,68
16173,64
16174,79
16175,76
16176,68
16177,69
16178,75
16179,75
16180,54
16181,65
16182,67
16183,57
16184,51
16185,60
16186,62
16187,72
16188,80
16189,72
16190,52
16191,29
16192,48
16193,58
16194,62
16195,23
16196,84
16197,75
16198,39
16199,43
16200,65
16201,95
16202,58
16203,70
16204,23
16205,77
16206,69
16207,75
16208,46
16209,55
16210,36
16211,65
16212,39
16213,55
16214,63
16215,72
16216,48
16217,71
16218,71
16219,64
16220,48
16221,81
16222,80
16223,94
16224,71
16225,42
16226,58
16227,57
16228,36
16229,56
16230,66
16231,75
16232,33
16233,45
16234,82
16235,61
16236,72
16237,74
16238,57
16239,66
16240,78
16241,77
16242,64
16243,72
16244,69
16245,76
16246,68
16247,80
16248,60
16249,65
16250,66
16251,45
16252,68
16253,69
16254,56
16255,60
16256,54
16257,55
16258,75
16259,70
16260,66
16261,79
16262,35
16263,67
16264,76
16265,62
16266,69
16267,59
16268,73
16269,73
16270,25
16271,53
16272,67
16273,68
16274,44
16275,56
16276,63
16277,67
16278,76
16279,27
16280,66
16281,55
16282,71
16283,71
16284,51
16285,81
16286,71
16287,74
16288,75
16289,65
16290,63
16291,41
16292,69
16293,50
16294,85
16295,59
16296,47
16297,65
16298,50
16299,80
16300,79
16301,61
16302,52
16303,54
16304,84
16305,54
16306,64
16307,75
16308,46
16309,55
16310,44
16311,68
16312,84
16313,39
16314,73
16315,65
16316,63
16317,80
16318,61
16319,43
16320,43
16321,32
16322,32
16323,60
16324,62
16325,77
16326,64
16327,53
16328,67
16329,48
16330,35
16331,70
16332,64
16333,21
16334,48
16335,79
16336,58
16337,66
16338,73
16339,50
16340,66
16341,55
16342,78
16343,48
16344,83
16345,76
16346,64
16347,78
16348,75
16349,63
16350,72
16351,70
16352,77
16353,51
16354,90
16355,61
16356,69
16357,54
16358,75
16359,47
16360,64
16361,88
16362,78
16363,42
16364,64
16365,74
16366,73
16367,61
16368,74
16369,30
16370,62
16371,62
16372,72
16373,75
16374,55
16375,54
16376,71
16377,66
16378,32
16379,61
16380,44
16381,45
16382,38
16383,28
16384,58
16385,58
16386,50
16387,32
16388,77
16389,69
16390,72
16391,49
16392,46
16393,46
16394,62
16395,56
16396,61
16397,59
16398,78
16399,67
16400,88
16401,52
16402,70
16403,62
16404,65
16405,84
16406,53
16407,81
16408,74
16409,54
16410,70
16411,61
16412,84
16413,58
16414,71
16415,70
16416,41
16417,68
16418,77
16419,63
16420,47
16421,74
16422,74
16423,45
16424,51
16425,76
16426,67
16427,76
16428,33
16429,66
16430,68
16431,73
16432,58
16433,62
16434,77
16435,58
16436,56
16437,52
16438,64
16439,46
16440,47
16441,77
16442,60
16443,74
16444,71
16445,76
16446,79
16447,68
16448,77
16449,82
16450,76
16451,66
16452,59
16453,69
16454,67
16455,64
16456,74
16457,61
16458,45
16459,60
16460,59
16461,69
16462,51
16463,78
16464,59
16465,60
16466,75
16467,64
16468,57
16469,70
16470,58
16471,60
16472,60
16473,60
16474,73
16475,69
16476,46
16477,79
16478,57
16479,47
16480,67
16481,50
16482,67
16483,24
16484,47
16485,72
16486,52
16487,64
16488,70
16489,53
16490,58
16491,59
16492,63
16493,63
16494,72
16495,47
16496,57
16497,58
16498,72
16499,54
16500,60
16501,58
16502,28
16503,62
16504,65
16505,73
16506,69
16507,46
16508,33
16509,53
16510,73
16511,46
16512,64
16513,81
16514,43
16515,76
16516,61
16517,59
16518,48
16519,65
16520,65
16521,55
16522,90
16523,74
16524,74
16525,27
16526,42
16527,72
16528,37
16529,62
16530,77
16531,22
16532,73
16533,84
16534,68
16535,79
16536,77
16537,28
16538,66
16539,69
16540,77
16541,64
16542,72
16543,46
16544,65
16545,72
16546,67
16547,67
16548,64
16549,56
16550,73
16551,69
16552,61
16553,65
16554,33
16555,70
16556,64
16557,57
16558,62
16559,47
16560,38
16561,65
16562,64
16563,58
16564,63
16565,30
16566,69
16567,59
16568,81
16569,62
16570,56
16571,41
16572,76
16573,85
16574,73
16575,73
16576,43
16577,78
16578,52
16579,60
16580,64
16581,69
16582,23
16583,45
16584,61
16585,54
16586,55
16587,59
16588,76
16589,52
16590,75
16591,66
16592,44
16593,68
16594,48
16595,71
16596,60
16597,76
16598,61
16599,54
16600,60
16601,26
16602,72
16603,52
16604,64
16605,68
16606,68
16607,69
16608,73
16609,34
16610,84
16611,68
16612,60
16613,67
16614,46
16615,70
16616,45
16617,69
16618,38
16619,81
16620,59
16621,22
16622,73
16623,67
16624,63
16625,78
16626,78
16627,76
16628,60
16629,84
16630,48
16631,76
16632,76
16633,92
16634,71
16635,70
16636,60
16637,65
16638,74
16639,57
16640,58
16641,56
16642,55
16643,63
16644,73
16645,73
16646,62
16647,20
16648,68
16649,59
16650,63
16651,75
16652,64
16653,84
16654,70
16655,80
16656,62
16657,53
16658,62
16659,59
16660,82
16661,75
16662,50
16663,61
16664,61
16665,72
16666,84
16667,67
16668,81
16669,66
16670,60
16671,74
16672,80
16673,68
16674,53
16675,74
16676,68
16677,68
16678,75
16679,56
16680,77
16681,60
16682,49
16683,56
16684,50
16685,61
16686,55
16687,55
16688,49
16689,75
16690,76
16691,60
16692,57
16693,58
16694,52
16695,31
16696,82
16697,65
16698,75
16699,76
16700,68
16701,66
16702,73
16703,72
16704,72
16705,75
16706,32
16707,57
16708,27
16709,64
16710,86
16711,83
16712,68
16713,78
16714,83
16715,54
16716,63
16717,80
16718,33
16719,35
16720,22
16721,75
16722,73
16723,74
16724,66
16725,66
16726,78
16727,65
16728,65
16729,31
16730,68
16731,71
16732,70
16733,45
16734,53
16735,48
16736,49
16737,70
16738,59
16739,65
16740,85
16741,71
16742,58
16743,76
16744,47
16745,65
16746,77
16747,51
16748,62
16749,54
16750,62
16751,88
16752,62
16753,69
16754,85
16755,69
16756,50
16757,25
16758,55
16759,55
16760,63
16761,79
16762,81
16763,29
16764,66
16765,38
16766,54
16767,22
16768,64
16769,41
16770,43
16771,57
16772,40
16773,33
16774,53
16775,30
16776,64
16777,70
16778,79
16779,79
16780,77
16781,65
16782,68
16783,72
16784,27
16785,50
16786,45
16787,48
16788,72
16789,65
16790,57
16791,49
16792,25
16793,85
16794,68
16795,52
16796,75
16797,58
16798,33
16799,47
16800,32
16801,66
16802,66
16803,68
16804,63
16805,65
16806,41
16807,66
16808,73
16809,58
16810,82
16811,48
16812,64
16813,79
16814,54
16815,48
16816,69
16817,60
16818,63
16819,70
16820,59
16821,63
16822,52
16823,52
16824,72
16825,49
16826,68
16827,70
16828,65
16829,62
16830,62
16831,62
16832,86
16833,56
16834,66
16835,57
16836,52
16837,53
16838,69
16839,65
16840,66
16841,58
16842,53
16843,69
16844,75
16845,58
16846,29
16847,45
16848,62
16849,31
16850,77
16851,68
16852,64
16853,55
16854,71
16855,56
16856,25
16857,58
16858,37
16859,71
16860,71
16861,76
16862,65
16863,56
16864,39
16865,67
16866,71
16867,54
16868,50
16869,75
16870,77
16871,73
16872,66
16873,60
16874,75
16875,58
16876,56
16877,75
16878,35
16879,47
16880,70
16881,70
16882,87
16883,76
16884,58
16885,68
16886,72
16887,70
16888,60
16889,80
16890,54
16891,55
16892,30
16893,65
16894,65
16895,38
16896,53
16897,78
16898,65
16899,69
16900,64
16901,57
16902,60
16903,77
16904,42
16905,78
16906,46
16907,56
16908,22
16909,76
16910,66
16911,69
16912,60
16913,61
16914,21
16915,41
16916,64
16917,58
16918,70
16919,71
16920,79
16921,76
16922,64
16923,32
16924,51
16925,50
16926,45
16927,76
16928,78
16929,90
16930,63
16931,38
16932,38
16933,76
16934,72
16935,58
16936,63
16937,83
16938,64
16939,36
16940,71
16941,76
16942,68
16943,63
16944,53
16945,52
16946,72
16947,60
16948,76
16949,27
16950,77
16951,46
16952,49
16953,67
16954,92
16955,72
16956,37
16957,67
16958,55
16959,34
16960,77
16961,70
16962,56
16963,53
16964,65
16965,78
16966,52
16967,75
16968,71
16969,34
16970,43
16971,78
16972,66
16973,45
16974,69
16975,71
16976,52
16977,64
16978,65
16979,60
16980,70
16981,77
16982,67
16983,67
16984,87
16985,84
16986,75
16987,75
16988,65
16989,85
16990,34
16991,76
16992,75
