,Aggression
14189,39
14190,47
14191,20
14192,39
14193,18
14194,36
14195,47
14196,70
14197,63
14198,46
14199,51
14200,69
14201,59
14202,63
14203,52
14204,72
14205,47
14206,21
14207,18
14208,38
14209,53
14210,65
14211,42
14212,17
14213,60
14214,74
14215,54
14216,20
14217,55
14218,21
14219,63
14220,52
14221,56
14222,56
14223,34
14224,18
14225,44
14226,56
14227,63
14228,67
14229,67
14230,52
14231,48
14232,50
14233,48
14234,25
14235,19
14236,48
14237,45
14238,29
14239,72
14240,40
14241,59
14242,52
14243,60
14244,43
14245,65
14246,65
14247,40
14248,46
14249,46
14250,50
14251,57
14252,74
14253,69
14254,24
14255,63
14256,24
14257,53
14258,45
14259,60
14260,41
14261,16
14262,29
14263,72
14264,46
14265,67
14266,38
14267,62
14268,63
14269,52
14270,56
14271,27
14272,48
14273,41
14274,49
14275,26
14276,40
14277,54
14278,18
14279,53
14280,53
14281,64
14282,51
14283,72
14284,50
14285,51
14286,65
14287,27
14288,29
14289,26
14290,39
14291,62
14292,70
14293,55
14294,55
14295,58
14296,34
14297,20
14298,33
14299,31
14300,58
14301,32
14302,67
14303,48
14304,48
14305,56
14306,52
14307,33
14308,37
14309,74
14310,60
14311,48
14312,28
14313,41
14314,56
14315,68
14316,66
14317,36
14318,58
14319,66
14320,55
14321,41
14322,49
14323,45
14324,23
14325,50
14326,20
14327,56
14328,59
14329,63
14330,17
14331,17
14332,50
14333,52
14334,51
14335,70
14336,62
14337,64
14338,69
14339,30
14340,48
14341,60
14342,22
14343,62
14344,23
14345,61
14346,46
14347,64
14348,60
14349,32
14350,56
14351,64
14352,55
14353,45
14354,62
14355,24
14356,68
14357,40
14358,43
14359,74
14360,46
14361,26
14362,39
14363,52
14364,38
14365,24
14366,56
14367,44
14368,76
14369,58
14370,31
14371,40
14372,54
14373,45
14374,19
14375,73
14376,19
14377,40
14378,49
14379,73
14380,66
14381,61
14382,61
14383,80
14384,44
14385,25
14386,55
14387,30
14388,45
14389,51
14390,44
14391,54
14392,52
14393,45
14394,49
14395,55
14396,64
14397,54
14398,58
14399,57
14400,82
14401,60
14402,28
14403,29
14404,42
14405,45
14406,33
14407,66
14408,66
14409,30
14410,30
14411,48
14412,57
14413,36
14414,58
14415,46
14416,64
14417,60
14418,32
14419,42
14420,22
14421,22
14422,75
14423,70
14424,39
14425,68
14426,31
14427,67
14428,32
14429,57
14430,71
14431,49
14432,39
14433,39
14434,65
14435,65
14436,31
14437,22
14438,55
14439,66
14440,53
14441,44
14442,57
14443,29
14444,60
14445,28
14446,25
14447,55
14448,62
14449,64
14450,30
14451,49
14452,71
14453,70
14454,40
14455,55
14456,77
14457,18
14458,58
14459,20
14460,55
14461,42
14462,31
14463,22
14464,54
14465,49
14466,25
14467,55
14468,43
14469,44
14470,52
14471,50
14472,59
14473,22
14474,66
14475,38
14476,58
14477,59
14478,21
14479,71
14480,31
14481,58
14482,70
14483,64
14484,64
14485,66
14486,34
14487,34
14488,62
14489,42
14490,65
14491,62
14492,58
14493,65
14494,17
14495,43
14496,61
14497,64
14498,47
14499,65
14500,30
14501,62
14502,54
14503,16
14504,50
14505,43
14506,51
14507,40
14508,19
14509,52
14510,61
14511,62
14512,55
14513,35
14514,54
14515,21
14516,65
14517,43
14518,70
14519,60
14520,61
14521,39
14522,65
14523,71
14524,45
14525,56
14526,28
14527,33
14528,33
14529,62
14530,49
14531,28
14532,59
14533,35
14534,68
14535,68
14536,20
14537,67
14538,31
14539,18
14540,23
14541,33
14542,64
14543,27
14544,55
14545,39
14546,43
14547,55
14548,61
14549,45
14550,31
14551,60
14552,35
14553,58
14554,35
14555,45
14556,54
14557,48
14558,71
14559,50
14560,62
14561,56
14562,56
14563,51
14564,30
14565,32
14566,76
14567,45
14568,54
14569,55
14570,60
14571,52
14572,51
14573,41
14574,43
14575,56
14576,57
14577,56
14578,60
14579,66
14580,45
14581,58
14582,56
14583,48
14584,53
14585,37
14586,37
14587,67
14588,41
14589,56
14590,51
14591,70
14592,56
14593,43
14594,57
14595,56
14596,41
14597,57
14598,62
14599,69
14600,31
14601,75
14602,65
14603,49
14604,37
14605,56
14606,54
14607,65
14608,47
14609,54
14610,70
14611,63
14612,54
14613,62
14614,68
14615,67
14616,64
14617,26
14618,51
14619,71
14620,67
14621,61
14622,48
14623,80
14624,64
14625,50
14626,20
14627,61
14628,53
14629,57
14630,56
14631,55
14632,66
14633,61
14634,57
14635,33
14636,54
14637,54
14638,64
14639,56
14640,62
14641,49
14642,64
14643,56
14644,77
14645,66
14646,71
14647,50
14648,19
14649,44
14650,31
14651,51
14652,55
14653,38
14654,48
14655,57
14656,62
14657,64
14658,40
14659,72
14660,24
14661,60
14662,40
14663,14
14664,38
14665,80
14666,77
14667,53
14668,26
14669,21
14670,63
14671,48
14672,52
14673,65
14674,60
14675,64
14676,58
14677,63
14678,47
14679,57
14680,32
14681,51
14682,78
14683,36
14684,27
14685,62
14686,68
14687,35
14688,35
14689,52
14690,29
14691,59
14692,55
14693,35
14694,70
14695,32
14696,60
14697,56
14698,65
14699,18
14700,42
14701,54
14702,65
14703,37
14704,52
14705,76
14706,50
14707,67
14708,46
14709,39
14710,38
14711,32
14712,72
14713,70
14714,62
14715,68
14716,52
14717,59
14718,50
14719,34
14720,34
14721,58
14722,58
14723,65
14724,64
14725,90
14726,44
14727,45
14728,57
14729,55
14730,55
14731,33
14732,78
14733,54
14734,73
14735,65
14736,76
14737,65
14738,75
14739,75
14740,54
14741,32
14742,67
14743,52
14744,74
14745,36
14746,59
14747,43
14748,55
14749,26
14750,23
14751,66
14752,42
14753,18
14754,75
14755,24
14756,41
14757,63
14758,63
14759,23
14760,64
14761,51
14762,58
14763,58
14764,30
14765,32
14766,42
14767,23
14768,62
14769,53
14770,41
14771,32
14772,26
14773,85
14774,62
14775,29
14776,40
14777,42
14778,54
14779,70
14780,38
14781,28
14782,21
14783,28
14784,55
14785,64
14786,49
14787,72
14788,36
14789,48
14790,48
14791,57
14792,32
14793,40
14794,63
14795,67
14796,17
14797,58
14798,66
14799,58
14800,55
14801,28
14802,56
14803,73
14804,64
14805,30
14806,58
14807,70
14808,53
14809,58
14810,53
14811,55
14812,28
14813,44
14814,48
14815,49
14816,65
14817,58
14818,55
14819,39
14820,30
14821,58
14822,50
14823,45
14824,52
14825,66
14826,36
14827,30
14828,38
14829,42
14830,39
14831,56
14832,49
14833,20
14834,62
14835,51
14836,23
14837,55
14838,20
14839,38
14840,57
14841,57
14842,56
14843,40
14844,57
14845,34
14846,49
14847,32
14848,68
14849,58
14850,32
14851,33
14852,36
14853,53
14854,65
14855,25
14856,34
14857,42
14858,59
14859,57
14860,30
14861,41
14862,58
14863,63
14864,56
14865,38
14866,56
14867,36
14868,72
14869,52
14870,31
14871,61
14872,60
14873,63
14874,44
14875,30
14876,66
14877,16
14878,27
14879,28
14880,58
14881,71
14882,20
14883,63
14884,28
14885,58
14886,52
14887,52
14888,62
14889,58
14890,59
14891,62
14892,62
14893,36
14894,42
14895,57
14896,48
14897,59
14898,57
14899,58
14900,46
14901,56
14902,56
14903,60
14904,67
14905,59
14906,24
14907,69
14908,58
14909,63
14910,27
14911,19
14912,19
14913,61
14914,63
14915,36
14916,50
14917,30
14918,44
14919,65
14920,35
14921,68
14922,45
14923,55
14924,23
14925,56
14926,54
14927,33
14928,37
14929,46
14930,38
14931,53
14932,45
14933,28
14934,59
14935,51
14936,56
14937,71
14938,60
14939,73
14940,40
14941,33
14942,33
14943,33
14944,60
14945,44
14946,45
14947,29
14948,58
14949,66
14950,60
14951,42
14952,64
14953,61
14954,69
14955,64
14956,25
14957,61
14958,46
14959,41
14960,38
14961,17
14962,47
14963,25
14964,45
14965,63
14966,45
14967,50
14968,59
14969,59
14970,60
14971,28
14972,20
14973,38
14974,49
14975,43
14976,52
14977,28
14978,60
14979,36
14980,23
14981,49
14982,61
14983,81
14984,61
14985,64
14986,57
14987,67
14988,60
14989,57
14990,59
14991,66
14992,47
14993,59
14994,59
14995,52
14996,42
14997,35
14998,58
14999,31
15000,39
15001,23
15002,35
15003,49
15004,38
15005,53
15006,34
15007,53
15008,43
15009,17
15010,30
15011,58
15012,60
15013,25
15014,27
15015,58
15016,41
15017,65
15018,75
15019,46
15020,64
15021,44
15022,38
15023,68
15024,56
15025,41
15026,55
15027,62
15028,38
15029,52
15030,54
15031,24
15032,46
15033,77
15034,32
15035,55
15036,70
15037,34
15038,27
15039,32
15040,28
15041,38
15042,75
15043,32
15044,23
15045,23
15046,20
15047,38
15048,53
15049,48
15050,63
15051,57
15052,56
15053,54
15054,29
15055,32
15056,54
15057,55
15058,15
15059,66
15060,65
15061,52
15062,55
15063,65
15064,52
15065,40
15066,63
15067,58
15068,47
15069,53
15070,43
15071,64
15072,50
15073,53
15074,59
15075,50
15076,28
15077,70
15078,39
15079,55
15080,67
15081,18
15082,52
15083,49
15084,38
15085,22
15086,18
15087,39
15088,60
15089,48
15090,74
15091,60
15092,47
15093,31
15094,24
15095,57
15096,57
15097,67
15098,57
15099,29
15100,68
15101,23
15102,59
15103,35
15104,56
15105,36
15106,52
15107,42
15108,51
15109,56
15110,34
15111,47
15112,56
15113,22
15114,50
15115,31
15116,67
15117,51
15118,44
15119,65
15120,59
15121,48
15122,23
15123,55
15124,22
15125,65
15126,61
15127,25
15128,20
15129,52
15130,62
15131,30
15132,54
15133,22
15134,16
15135,42
15136,65
15137,72
15138,52
15139,73
15140,46
15141,50
15142,28
15143,56
15144,61
15145,49
15146,48
15147,48
15148,56
15149,51
15150,27
15151,32
15152,55
15153,54
15154,49
15155,69
15156,19
15157,55
15158,63
15159,78
15160,43
15161,40
15162,72
15163,52
15164,35
15165,67
15166,39
15167,33
15168,60
15169,51
15170,58
15171,67
15172,60
15173,44
15174,59
15175,28
15176,20
15177,56
15178,67
15179,35
15180,64
15181,42
15182,53
15183,32
15184,55
15185,56
15186,51
15187,38
15188,55
15189,25
15190,37
15191,62
15192,52
15193,60
15194,39
15195,30
15196,34
15197,33
15198,33
15199,32
15200,65
15201,69
15202,56
15203,62
15204,22
15205,46
15206,54
15207,34
15208,78
15209,41
15210,17
15211,61
15212,53
15213,67
15214,46
15215,31
15216,59
15217,47
15218,64
15219,49
15220,42
15221,56
15222,67
15223,67
15224,45
15225,34
15226,64
15227,50
15228,77
15229,38
15230,25
15231,24
15232,63
15233,53
15234,60
15235,66
15236,58
15237,58
15238,29
15239,52
15240,62
15241,52
15242,56
15243,50
15244,23
15245,58
15246,33
15247,66
15248,66
15249,66
15250,31
15251,33
15252,43
15253,55
15254,42
15255,44
15256,52
15257,21
15258,59
15259,28
15260,63
15261,33
15262,32
15263,65
15264,25
15265,59
15266,48
15267,29
15268,28
15269,43
15270,65
15271,46
15272,44
15273,53
15274,63
15275,19
15276,34
15277,65
15278,22
15279,47
15280,61
15281,19
15282,49
15283,48
15284,85
15285,55
15286,63
15287,44
15288,45
15289,55
15290,65
15291,22
15292,59
15293,38
15294,15
15295,58
15296,19
15297,38
15298,32
15299,42
15300,42
15301,25
15302,52
15303,77
15304,62
15305,64
15306,55
15307,58
15308,37
15309,59
15310,72
15311,25
15312,43
15313,53
15314,18
15315,64
15316,32
15317,50
15318,45
15319,55
15320,22
15321,76
15322,49
15323,85
15324,71
15325,58
15326,22
15327,38
15328,24
15329,67
15330,73
15331,43
15332,63
15333,38
15334,57
15335,35
15336,52
15337,59
15338,57
15339,50
15340,40
15341,59
15342,22
15343,45
15344,53
15345,41
15346,39
15347,31
15348,41
15349,79
15350,34
15351,34
15352,31
15353,28
15354,30
15355,49
15356,70
15357,57
15358,58
15359,52
15360,66
15361,49
15362,52
15363,74
15364,45
15365,31
15366,78
15367,38
15368,50
15369,44
15370,52
15371,39
15372,50
15373,47
15374,60
15375,59
15376,69
15377,43
15378,63
15379,58
15380,56
15381,30
15382,43
15383,35
15384,81
15385,73
15386,17
15387,65
15388,55
15389,57
15390,49
15391,64
15392,55
15393,32
15394,27
15395,31
15396,32
15397,34
15398,72
15399,58
15400,66
15401,67
15402,67
15403,20
15404,60
15405,47
15406,51
15407,57
15408,33
15409,29
15410,27
15411,31
15412,68
15413,65
15414,61
15415,58
15416,53
15417,64
15418,23
15419,62
15420,58
15421,59
15422,52
15423,54
15424,36
15425,55
15426,67
15427,45
15428,18
15429,54
15430,36
15431,22
15432,38
15433,46
15434,42
15435,57
15436,49
15437,63
15438,39
15439,31
15440,55
15441,47
15442,55
15443,36
15444,18
15445,49
15446,57
15447,59
15448,60
15449,44
15450,28
15451,27
15452,66
15453,66
15454,32
15455,45
15456,65
15457,29
15458,31
15459,45
15460,43
15461,43
15462,64
15463,52
15464,38
15465,31
15466,61
15467,57
15468,62
15469,20
15470,62
15471,52
15472,44
15473,38
15474,40
15475,33
15476,35
15477,55
15478,57
15479,50
15480,59
15481,71
15482,53
15483,59
15484,34
15485,66
15486,30
15487,59
15488,45
15489,40
15490,55
15491,48
15492,34
15493,65
15494,40
15495,52
15496,28
15497,27
15498,53
15499,29
15500,62
15501,50
15502,41
15503,25
15504,25
15505,54
15506,20
15507,16
15508,54
15509,61
15510,38
15511,58
15512,45
15513,18
15514,25
15515,31
15516,43
15517,22
15518,22
15519,52
15520,32
15521,54
15522,56
15523,62
15524,51
15525,48
15526,43
15527,47
15528,56
15529,38
15530,70
15531,60
15532,23
15533,31
15534,51
15535,43
15536,35
15537,71
15538,57
15539,41
15540,67
15541,60
15542,45
15543,34
15544,25
15545,55
15546,44
15547,58
15548,35
15549,45
15550,65
15551,44
15552,62
15553,22
15554,42
15555,42
15556,73
15557,20
15558,49
15559,54
15560,49
15561,39
15562,31
15563,34
15564,28
15565,61
15566,77
15567,68
15568,66
15569,21
15570,57
15571,40
15572,55
15573,54
15574,54
15575,65
15576,40
15577,33
15578,47
15579,20
15580,25
15581,33
15582,56
15583,70
15584,36
15585,63
15586,58
15587,44
15588,47
15589,52
15590,65
15591,34
15592,63
15593,58
15594,56
15595,36
15596,63
15597,29
15598,38
15599,53
15600,37
15601,48
15602,34
15603,43
15604,79
15605,32
15606,32
15607,17
15608,45
15609,17
15610,63
15611,48
15612,25
15613,46
15614,40
15615,57
15616,32
15617,34
15618,45
15619,40
15620,61
15621,36
15622,60
15623,53
15624,69
15625,42
15626,38
15627,51
15628,51
15629,49
15630,57
15631,69
15632,19
15633,74
15634,56
15635,40
15636,63
15637,32
15638,41
15639,55
15640,48
15641,37
15642,48
15643,29
15644,34
15645,60
15646,63
15647,50
15648,50
15649,32
15650,54
15651,51
15652,38
15653,60
15654,59
15655,33
15656,17
15657,17
15658,57
15659,57
15660,58
15661,63
15662,17
15663,33
15664,51
15665,26
15666,66
15667,22
15668,58
15669,26
15670,55
15671,40
15672,61
15673,32
15674,56
15675,67
15676,55
15677,23
15678,30
15679,39
15680,53
15681,63
15682,56
15683,17
15684,56
15685,63
15686,33
15687,47
15688,55
15689,39
15690,52
15691,25
15692,47
15693,72
15694,56
15695,29
15696,59
15697,28
15698,55
15699,17
15700,47
15701,44
15702,52
15703,35
15704,26
15705,55
15706,50
15707,67
15708,67
15709,29
15710,55
15711,61
15712,50
15713,54
15714,38
15715,58
15716,57
15717,30
15718,41
15719,48
15720,32
15721,49
15722,29
15723,48
15724,55
15725,51
15726,39
15727,49
15728,58
15729,57
15730,54
15731,52
15732,51
15733,22
15734,27
15735,50
15736,43
15737,67
15738,60
15739,18
15740,56
15741,36
15742,75
15743,34
15744,48
15745,34
15746,29
15747,55
15748,40
15749,44
15750,37
15751,60
15752,52
15753,51
15754,33
15755,48
15756,47
15757,48
15758,61
15759,61
15760,51
15761,31
15762,47
15763,35
15764,56
15765,47
15766,51
15767,59
15768,19
15769,66
15770,32
15771,34
15772,44
15773,45
15774,59
15775,37
15776,57
15777,27
15778,37
15779,18
15780,38
15781,38
15782,67
15783,61
15784,60
15785,55
15786,32
15787,42
15788,50
15789,62
15790,63
15791,36
15792,31
15793,51
15794,61
15795,51
15796,21
15797,19
15798,59
15799,70
15800,56
15801,57
15802,47
15803,37
15804,65
15805,47
15806,65
15807,55
15808,62
15809,63
15810,63
15811,52
15812,60
15813,67
15814,45
15815,57
15816,49
15817,37
15818,49
15819,78
15820,20
15821,20
15822,61
15823,31
15824,62
15825,65
15826,56
15827,16
15828,50
15829,31
15830,20
15831,59
15832,47
15833,43
15834,61
15835,47
15836,44
15837,48
15838,42
15839,61
15840,36
15841,29
15842,42
15843,60
15844,60
15845,18
15846,73
15847,50
15848,59
15849,48
15850,44
15851,45
15852,58
15853,32
15854,56
15855,57
15856,52
15857,60
15858,75
15859,64
15860,47
15861,47
15862,53
15863,53
15864,67
15865,26
15866,55
15867,40
15868,63
15869,15
15870,32
15871,63
15872,51
15873,44
15874,50
15875,22
15876,39
15877,48
15878,60
15879,63
15880,63
15881,34
15882,32
15883,55
15884,52
15885,44
15886,59
15887,39
15888,52
15889,18
15890,21
15891,49
15892,50
15893,61
15894,53
15895,31
15896,63
15897,67
15898,65
15899,53
15900,21
15901,56
15902,53
15903,32
15904,71
15905,58
15906,24
15907,53
15908,31
15909,32
15910,25
15911,63
15912,63
15913,56
15914,37
15915,50
15916,31
15917,28
15918,28
15919,29
15920,29
15921,58
15922,62
15923,57
15924,47
15925,58
15926,45
15927,45
15928,63
15929,48
15930,31
15931,53
15932,58
15933,50
15934,51
15935,67
15936,34
15937,62
15938,31
15939,21
15940,31
15941,38
15942,60
15943,46
15944,55
15945,38
15946,53
15947,31
15948,64
15949,51
15950,58
15951,67
15952,50
15953,63
15954,26
15955,31
15956,85
15957,21
15958,29
15959,53
15960,64
15961,54
15962,28
15963,28
15964,59
15965,44
15966,42
15967,35
15968,45
15969,16
15970,53
15971,33
15972,60
15973,28
15974,49
15975,66
15976,42
15977,42
15978,72
15979,67
15980,48
15981,33
15982,63
15983,53
15984,74
15985,53
15986,48
15987,33
15988,55
15989,45
15990,29
15991,22
15992,54
15993,21
15994,62
15995,69
15996,51
15997,68
15998,32
15999,65
16000,47
16001,60
16002,32
16003,57
16004,71
16005,58
16006,26
16007,32
16008,20
16009,27
16010,22
16011,56
16012,58
16013,44
16014,44
16015,41
16016,35
16017,36
16018,36
16019,36
16020,59
16021,22
16022,78
16023,43
16024,30
16025,62
16026,74
16027,53
16028,60
16029,45
16030,35
16031,58
16032,27
16033,45
16034,19
16035,51
16036,48
16037,57
16038,53
16039,28
16040,25
16041,53
16042,19
16043,35
16044,19
16045,59
16046,62
16047,33
16048,52
16049,22
16050,56
16051,37
16052,29
16053,30
16054,55
16055,50
16056,57
16057,17
16058,51
16059,58
16060,44
16061,59
16062,54
16063,53
16064,18
16065,18
16066,63
16067,53
16068,55
16069,50
16070,79
16071,30
16072,63
16073,44
16074,63
16075,57
16076,45
16077,45
16078,53
16079,20
16080,32
16081,41
16082,55
16083,60
16084,12
16085,53
16086,45
16087,27
16088,62
16089,14
16090,16
16091,47
16092,64
16093,21
16094,60
16095,28
16096,52
16097,16
16098,59
16099,54
16100,49
16101,34
16102,46
16103,68
16104,16
16105,67
16106,54
16107,38
16108,54
16109,27
16110,17
16111,17
16112,88
16113,24
16114,59
16115,45
16116,45
16117,31
16118,56
16119,65
16120,25
16121,29
16122,49
16123,59
16124,48
16125,27
16126,27
16127,66
16128,27
16129,51
16130,34
16131,41
16132,57
16133,27
16134,50
16135,31
16136,27
16137,48
16138,43
16139,60
16140,60
16141,60
16142,61
16143,28
16144,29
16145,20
16146,48
16147,63
16148,60
16149,55
16150,32
16151,57
16152,55
16153,40
16154,43
16155,58
16156,54
16157,38
16158,27
16159,29
16160,43
16161,31
16162,30
16163,53
16164,53
16165,52
16166,50
16167,50
16168,68
16169,63
16170,26
16171,46
16172,57
16173,61
16174,37
16175,66
16176,55
16177,44
16178,55
16179,47
16180,67
16181,61
16182,68
16183,50
16184,53
16185,70
16186,47
16187,60
16188,49
16189,35
16190,46
16191,33
16192,50
16193,33
16194,54
16195,29
16196,32
16197,71
16198,42
16199,22
16200,70
16201,31
16202,19
16203,63
16204,23
16205,54
16206,60
16207,69
16208,40
16209,67
16210,78
16211,64
16212,20
16213,55
16214,56
16215,48
16216,47
16217,31
16218,31
16219,54
16220,53
16221,64
16222,62
16223,37
16224,40
16225,16
16226,55
16227,59
16228,62
16229,34
16230,67
16231,43
16232,25
16233,39
16234,57
16235,55
16236,52
16237,57
16238,57
16239,55
16240,32
16241,55
16242,56
16243,29
16244,57
16245,60
16246,56
16247,62
16248,25
16249,59
16250,50
16251,36
16252,31
16253,49
16254,53
16255,53
16256,49
16257,64
16258,32
16259,76
16260,55
16261,57
16262,29
16263,45
16264,66
16265,63
16266,35
16267,62
16268,51
16269,51
16270,19
16271,23
16272,57
16273,56
16274,22
16275,60
16276,48
16277,45
16278,29
16279,27
16280,65
16281,60
16282,50
16283,70
16284,34
16285,25
16286,55
16287,32
16288,30
16289,59
16290,56
16291,23
16292,46
16293,54
16294,29
16295,41
16296,47
16297,31
16298,43
16299,47
16300,28
16301,56
16302,74
16303,69
16304,42
16305,50
16306,54
16307,35
16308,21
16309,58
16310,26
16311,15
16312,48
16313,51
16314,57
16315,42
16316,49
16317,38
16318,26
16319,45
16320,45
16321,21
16322,16
16323,69
16324,53
16325,45
16326,58
16327,68
16328,55
16329,20
16330,44
16331,59
16332,70
16333,23
16334,53
16335,44
16336,54
16337,58
16338,47
16339,50
16340,26
16341,53
16342,45
16343,18
16344,59
16345,33
16346,35
16347,58
16348,38
16349,41
16350,63
16351,52
16352,35
16353,56
16354,47
16355,29
16356,42
16357,30
16358,57
16359,63
16360,31
16361,31
16362,30
16363,25
16364,49
16365,63
16366,36
16367,28
16368,26
16369,29
16370,43
16371,43
16372,60
16373,41
16374,54
16375,57
16376,52
16377,45
16378,32
16379,46
16380,26
16381,60
16382,20
16383,17
16384,60
16385,49
16386,49
16387,21
16388,57
16389,49
16390,58
16391,16
16392,53
16393,29
16394,63
16395,51
16396,33
16397,55
16398,65
16399,44
16400,43
16401,62
16402,35
16403,62
16404,60
16405,42
16406,66
16407,60
16408,55
16409,59
16410,53
16411,59
16412,47
16413,32
16414,41
16415,66
16416,33
16417,65
16418,37
16419,60
16420,27
16421,30
16422,30
16423,43
16424,52
16425,56
16426,60
16427,65
16428,53
16429,61
16430,30
16431,60
16432,57
16433,47
16434,53
16435,50
16436,48
16437,19
16438,58
16439,29
16440,21
16441,46
16442,55
16443,32
16444,45
16445,34
16446,50
16447,51
16448,64
16449,26
16450,39
16451,48
16452,11
16453,49
16454,63
16455,38
16456,40
16457,60
16458,44
16459,51
16460,69
16461,39
16462,62
16463,32
16464,35
16465,62
16466,54
16467,59
16468,60
16469,45
16470,55
16471,50
16472,32
16473,32
16474,29
16475,83
16476,63
16477,35
16478,49
16479,24
16480,61
16481,13
16482,31
16483,22
16484,23
16485,52
16486,30
16487,67
16488,62
16489,62
16490,44
16491,27
16492,56
16493,57
16494,59
16495,23
16496,27
16497,54
16498,62
16499,62
16500,47
16501,43
16502,26
16503,60
16504,46
16505,62
16506,58
16507,19
16508,21
16509,50
16510,55
16511,26
16512,54
16513,47
16514,23
16515,58
16516,33
16517,61
16518,56
16519,54
16520,54
16521,57
16522,65
16523,32
16524,32
16525,28
16526,73
16527,42
16528,23
16529,40
16530,63
16531,23
16532,50
16533,22
16534,61
16535,53
16536,48
16537,23
16538,57
16539,56
16540,39
16541,35
16542,39
16543,52
16544,44
16545,45
16546,60
16547,46
16548,72
16549,51
16550,50
16551,50
16552,46
16553,56
16554,52
16555,42
16556,70
16557,28
16558,32
16559,16
16560,21
16561,51
16562,31
16563,20
16564,29
16565,21
16566,53
16567,29
16568,49
16569,60
16570,53
16571,15
16572,48
16573,55
16574,30
16575,30
16576,62
16577,28
16578,21
16579,40
16580,65
16581,31
16582,28
16583,51
16584,29
16585,49
16586,53
16587,61
16588,44
16589,65
16590,47
16591,52
16592,38
16593,48
16594,60
16595,35
16596,45
16597,38
16598,41
16599,40
16600,56
16601,27
16602,31
16603,52
16604,59
16605,62
16606,49
16607,45
16608,37
16609,62
16610,50
16611,50
16612,60
16613,63
16614,40
16615,33
16616,54
16617,58
16618,26
16619,57
16620,28
16621,34
16622,62
16623,59
16624,47
16625,55
16626,55
16627,60
16628,55
16629,61
16630,57
16631,59
16632,35
16633,38
16634,43
16635,62
16636,58
16637,57
16638,64
16639,50
16640,32
16641,29
16642,62
16643,55
16644,53
16645,38
16646,50
16647,27
16648,30
16649,26
16650,48
16651,33
16652,55
16653,32
16654,45
16655,55
16656,50
16657,46
16658,38
16659,56
16660,60
16661,30
16662,43
16663,32
16664,27
16665,57
16666,50
16667,27
16668,31
16669,66
16670,35
16671,55
16672,28
16673,52
16674,58
16675,39
16676,60
16677,60
16678,63
16679,58
16680,42
16681,47
16682,48
16683,77
16684,51
16685,57
16686,27
16687,51
16688,22
16689,59
16690,47
16691,51
16692,55
16693,18
16694,67
16695,30
16696,34
16697,46
16698,54
16699,45
16700,33
16701,33
16702,42
16703,28
16704,35
16705,47
16706,17
16707,30
16708,27
16709,37
16710,29
16711,50
16712,64
16713,76
16714,41
16715,25
16716,62
16717,39
16718,24
16719,17
16720,26
16721,57
16722,31
16723,45
16724,50
16725,40
16726,63
16727,32
16728,32
16729,17
16730,31
16731,53
16732,52
16733,20
16734,54
16735,48
16736,58
16737,70
16738,40
16739,53
16740,39
16741,26
16742,45
16743,35
16744,37
16745,57
16746,70
16747,50
16748,60
16749,48
16750,49
16751,32
16752,35
16753,73
16754,30
16755,54
16756,50
16757,22
16758,26
16759,52
16760,55
16761,51
16762,60
16763,25
16764,68
16765,24
16766,53
16767,19
16768,47
16769,25
16770,28
16771,26
16772,20
16773,46
16774,57
16775,52
16776,50
16777,56
16778,41
16779,41
16780,33
16781,28
16782,34
16783,51
16784,27
16785,24
16786,17
16787,31
16788,47
16789,44
16790,49
16791,19
16792,22
16793,58
16794,32
16795,67
16796,44
16797,45
16798,25
16799,68
16800,17
16801,57
16802,37
16803,55
16804,62
16805,50
16806,28
16807,54
16808,56
16809,43
16810,45
16811,58
16812,35
16813,76
16814,32
16815,19
16816,53
16817,51
16818,63
16819,51
16820,44
16821,41
16822,60
16823,49
16824,44
16825,50
16826,55
16827,58
16828,49
16829,32
16830,32
16831,73
16832,59
16833,50
16834,55
16835,40
16836,74
16837,62
16838,50
16839,36
16840,38
16841,48
16842,44
16843,48
16844,59
16845,51
16846,22
16847,62
16848,52
16849,45
16850,47
16851,50
16852,29
16853,59
16854,51
16855,49
16856,24
16857,18
16858,20
16859,60
16860,33
16861,34
16862,52
16863,41
16864,28
16865,53
16866,57
16867,57
16868,56
16869,28
16870,38
16871,55
16872,23
16873,60
16874,43
16875,50
16876,51
16877,47
16878,29
16879,25
16880,59
16881,59
16882,28
16883,63
16884,45
16885,52
16886,39
16887,48
16888,59
16889,57
16890,54
16891,54
16892,29
16893,38
16894,60
16895,22
16896,23
16897,36
16898,31
16899,53
16900,57
16901,20
16902,55
16903,30
16904,22
16905,42
16906,27
16907,51
16908,33
16909,26
16910,48
16911,32
16912,28
16913,34
16914,23
16915,23
16916,63
16917,36
16918,52
16919,40
16920,62
16921,59
16922,40
16923,43
16924,65
16925,58
16926,17
16927,59
16928,65
16929,41
16930,44
16931,39
16932,39
16933,38
16934,30
16935,47
16936,33
16937,34
16938,58
16939,13
16940,47
16941,58
16942,57
16943,65
16944,60
16945,35
16946,39
16947,64
16948,33
16949,22
16950,53
16951,38
16952,52
16953,32
16954,38
16955,26
16956,18
16957,47
16958,66
16959,73
16960,43
16961,60
16962,59
16963,54
16964,28
16965,38
16966,43
16967,31
16968,56
16969,20
16970,25
16971,55
16972,40
16973,52
16974,58
16975,52
16976,23
16977,54
16978,54
16979,36
16980,61
16981,37
16982,67
16983,67
16984,38
16985,60
16986,54
